Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
19,202,22090,109.35644,5.39307,34.98419,11.98639,6.91789,72.86293,13.16221,298.26238,316.60891,88.10970,7.73711
20,198,23694,119.66667,5.78467,37.42920,12.68367,7.24315,78.08689,14.05202,306.80303,318.54545,88.37923,8.21807
21,184,23204,126.10870,5.66504,39.36340,12.55797,7.29753,72.26067,14.16794,314.07065,307.75543,87.00201,8.34351
22,176,23540,133.75000,5.74707,39.85914,12.86939,7.34138,74.65785,14.51390,307.88068,298.07955,85.93034,8.34589
23,182,22911,125.88462,5.59351,38.01474,12.51320,7.32412,71.22948,14.06475,320.15385,309.74725,85.32168,8.33855
24,163,23284,142.84663,5.68457,42.89891,13.84053,7.74370,73.26049,15.70194,320.80982,287.69939,89.83747,8.99841
25,171,22511,131.64327,5.49585,41.18684,13.12254,7.37509,69.93394,14.86990,329.07602,290.28070,85.29100,8.56356
26,178,24177,135.82584,5.90259,42.36952,13.53167,7.36118,60.90456,15.08055,321.37640,302.70787,77.96762,8.53312
27,171,23148,135.36842,5.65137,42.94151,14.27571,7.55522,60.31411,15.82188,327.57895,282.83041,77.15434,8.79933
28,178,22821,128.20787,5.57153,40.12338,13.33564,7.44378,60.42180,14.96801,312.80337,269.96629,79.13661,8.51051
29,174,22795,131.00575,5.56519,41.83217,13.89028,7.62681,69.32569,15.57275,322.83908,274.90805,82.33635,8.74903
30,179,22487,125.62570,5.48999,39.93728,13.06657,7.30089,65.60363,14.72947,327.60894,278.54749,84.34095,8.39794
31,174,24149,138.78736,5.89575,42.47854,13.90790,7.61113,68.45798,15.52453,329.67816,280.43103,79.30616,8.79575
32,184,23752,129.08696,5.79883,40.05267,13.38048,7.46596,62.19340,14.87559,310.53261,279.22826,79.99511,8.53001
33,176,23564,133.88636,5.75293,40.54870,13.64231,7.58733,61.06908,15.13879,303.44886,286.63636,75.43793,8.68304
34,175,25097,143.41143,6.12720,41.65568,13.85205,7.49906,69.02645,15.34371,305.93714,283.69714,84.33698,8.63752
35,166,24017,144.68072,5.86353,41.94765,13.91758,7.54289,69.78143,15.39873,319.80723,283.45181,87.36622,8.72173
36,165,23775,144.09091,5.80444,41.76415,13.45346,7.38137,63.49562,15.09677,321.97576,285.40000,79.72447,8.55410
37,159,25636,161.23270,6.25879,46.08491,14.67001,7.66260,71.07903,16.55060,334.08805,296.92453,84.53227,8.97914
38,163,24801,152.15337,6.05493,45.41542,14.23146,7.63971,74.11888,15.90535,331.93865,303.60736,86.95053,8.89908
39,167,24412,146.17964,5.95996,44.44533,14.42082,7.54710,69.18769,16.07454,320.57485,295.14970,82.59526,8.85310
40,163,23630,144.96933,5.76904,44.42264,14.22889,7.46600,73.20869,15.89760,316.69939,295.72393,83.96408,8.68664
41,165,25561,154.91515,6.24048,44.81117,14.71968,7.60161,65.69225,16.24040,316.38182,296.48485,83.57868,8.70628
42,159,25052,157.55975,6.11621,45.55393,14.61075,7.87749,70.01346,16.20936,303.77358,295.54717,83.01114,9.07392
43,159,24431,153.65409,5.96460,43.94471,14.52735,7.84416,65.61281,16.03936,307.86164,290.03145,83.23384,8.95335
44,154,23344,151.58442,5.69922,46.38463,14.73959,7.83679,72.29039,16.48739,294.79870,284.42857,81.55441,9.06368
45,152,24701,162.50658,6.03052,48.02782,15.10106,7.94777,70.90597,16.95672,313.59868,294.72368,87.13042,9.28141
46,153,24097,157.49673,5.88306,46.76159,14.96858,7.75848,67.49523,16.61521,300.33987,280.84967,88.52356,8.96443
47,143,23607,165.08392,5.76343,49.36071,15.16815,8.08191,71.69655,17.01523,291.51748,283.53846,87.40328,9.35928
48,140,24970,178.35714,6.09619,51.09626,15.68983,8.21508,68.94058,17.67678,301.05000,302.31429,85.97456,9.68952
49,140,24027,171.62143,5.86597,49.85927,15.85605,8.38063,68.65732,17.88017,291.40714,302.48571,83.21166,9.79337
50,140,23336,166.68571,5.69727,50.06417,15.46550,8.18463,70.13050,17.57815,279.10714,296.77143,86.56519,9.60078
51,149,22490,150.93960,5.49072,46.72930,14.90680,7.74150,70.74611,16.85431,275.54362,306.17450,85.83805,9.13402
52,140,23991,171.36429,5.85718,49.30284,16.28715,8.37146,69.53093,18.24692,268.93571,303.54286,78.51289,9.77042
53,149,23245,156.00671,5.67505,45.51766,15.22186,7.91898,65.96480,16.96994,273.38255,310.15436,83.46088,9.14148
54,152,23652,155.60526,5.77441,46.67344,15.23765,7.90220,67.17275,17.07721,265.46711,286.08553,81.79863,9.22528
55,155,22946,148.03871,5.60205,45.33775,14.18737,7.51293,71.34913,16.16137,268.44516,281.60645,89.80596,8.74358
56,149,21807,146.35570,5.32397,46.28944,14.25742,7.69729,69.87512,16.14304,277.54362,303.52349,86.49317,8.99693
57,148,22680,153.24324,5.53711,48.36393,14.56104,7.79955,71.85745,16.62223,270.65541,297.54730,89.43243,9.16795
58,158,22159,140.24684,5.40991,44.97878,13.83275,7.43802,68.87527,15.80698,277.81013,302.65823,88.55531,8.74384
59,156,22883,146.68590,5.58667,46.23197,14.49639,7.66017,62.63136,16.63316,289.65385,312.71795,81.15290,9.03614
60,142,21891,154.16197,5.34448,49.41101,15.59118,8.20528,73.90916,17.95349,310.20423,302.21831,80.71845,9.70773
61,141,21452,152.14184,5.23730,48.96422,15.42857,7.84285,69.49009,17.67039,302.56028,290.45390,81.81527,9.33091
62,154,21937,142.44805,5.35571,45.33464,15.10400,7.57852,69.25610,17.00616,298.07792,302.35714,85.04886,8.98662
63,155,21163,136.53548,5.16675,44.35825,14.99420,7.52324,66.72148,16.86293,305.83871,309.94194,80.83966,8.89758
64,158,22000,139.24051,5.37109,45.19884,14.87823,7.47370,68.11774,16.81492,299.36709,306.14557,83.18556,8.85813
65,156,21642,138.73077,5.28369,44.69448,14.89062,7.30284,68.36776,16.63276,293.41026,300.29487,82.86105,8.56175
66,153,21414,139.96078,5.22803,45.99155,15.08775,7.50412,67.60937,16.99227,292.39216,303.03268,85.43331,8.74985
67,145,21812,150.42759,5.32520,49.21353,15.69632,7.66314,68.83973,17.83067,299.80000,315.08276,84.42784,9.04561
68,157,20937,133.35669,5.11157,44.04384,14.42186,7.23004,67.25858,16.21504,297.81529,308.78344,82.12047,8.46885
69,159,21436,134.81761,5.23340,44.12692,14.31233,7.42978,68.53149,16.07882,296.48428,300.38994,81.05884,8.64218
70,149,20773,139.41611,5.07153,45.42600,14.63490,7.81108,69.30340,16.63540,302.44295,317.33557,80.56437,8.97771
71,149,21879,146.83893,5.34155,46.00576,15.20948,7.68775,63.81301,17.22809,303.78523,322.33557,75.87508,9.00611
72,147,21026,143.03401,5.13330,44.33671,15.07504,7.70192,66.79330,16.88596,320.77551,304.71429,83.86252,8.93846
73,143,21985,153.74126,5.36743,47.25076,15.56471,7.91308,67.54580,17.42123,299.52448,304.23776,83.61597,9.29402
74,145,21688,149.57241,5.29492,46.85918,15.67019,7.86671,70.47633,17.40450,295.88966,313.20000,86.55548,9.21607
75,154,21908,142.25974,5.34863,44.59200,14.74851,7.45007,74.03658,16.43663,313.77922,335.25974,86.69642,8.73528
76,156,20635,132.27564,5.03784,42.21606,14.45766,7.20099,73.98574,16.08731,320.97436,330.85897,82.57545,8.40607
77,154,20927,135.88961,5.10913,44.17549,14.49837,7.32071,76.53199,16.41110,322.52597,327.77922,85.78389,8.54948
78,158,19588,123.97468,4.78223,40.62395,13.71819,7.23255,71.16569,15.48959,313.96835,319.25316,86.86265,8.32363
79,161,19542,121.37888,4.77100,41.86318,13.74798,7.21787,72.09120,15.70054,302.08075,311.27950,86.73443,8.39680
80,150,18748,124.98667,4.57715,43.35815,14.00620,7.42423,71.27457,15.88327,308.09333,322.67333,86.56980,8.77128
81,148,19683,132.99324,4.80542,44.47234,14.75004,7.59673,68.25926,16.66216,308.79730,313.86486,80.90104,8.95070
82,159,19404,122.03774,4.73730,41.95504,14.14832,7.30747,68.11688,15.92388,304.23270,317.11950,84.23127,8.49314
83,146,20157,138.06164,4.92114,46.56639,15.29460,7.79761,70.97541,17.30166,303.00685,316.52740,78.31602,9.22182
84,153,19221,125.62745,4.69263,42.85234,14.54972,7.23018,69.91172,16.36845,309.54902,305.95425,85.30121,8.48861
85,148,19426,131.25676,4.74268,43.86678,14.37351,7.58122,72.48386,16.26722,317.41216,311.46622,84.03893,8.91934
86,148,18907,127.75000,4.61597,42.16855,14.08791,7.52990,73.20759,15.84467,305.27027,306.85135,87.63835,8.74450
87,152,19316,127.07895,4.71582,42.50159,14.09526,7.25376,64.20578,15.92880,297.59868,316.50000,86.59862,8.51017
88,149,18611,124.90604,4.54370,41.67482,14.06059,7.05870,63.26909,15.84555,301.77181,301.08725,81.20736,8.29723
89,151,18851,124.84106,4.60229,41.13592,13.41690,6.84754,68.86049,15.15375,293.62914,317.96026,85.17316,7.90664
90,143,19221,134.41259,4.69263,41.68214,13.93249,7.10149,68.64060,15.55895,301.14685,325.81818,84.94177,8.11534
91,144,17833,123.84028,4.35376,39.80622,13.56084,6.80558,73.77143,15.03141,291.58333,310.16667,85.60202,7.74401
92,140,17606,125.75714,4.29834,39.06674,12.98606,6.81109,69.71046,14.64138,283.74286,320.28571,88.48195,7.77440
93,139,17642,126.92086,4.30713,39.21944,12.74549,6.86455,69.63529,14.45193,285.35252,320.63309,88.71584,7.79740
94,135,16880,125.03704,4.12109,39.62564,12.73361,6.83452,71.24348,14.49941,272.60000,306.60741,85.65519,7.85621
95,137,17117,124.94161,4.17896,38.77406,13.14297,6.71084,70.65915,14.73281,275.18978,300.91971,92.81231,7.73773
96,141,17478,123.95745,4.26709,38.63981,12.51089,6.71537,72.53401,14.09115,279.19858,311.87234,92.47980,7.70229
97,126,16922,134.30159,4.13135,41.57865,13.30533,7.07247,71.86157,15.04025,280.26190,331.87302,82.95727,8.35412
98,130,17044,131.10769,4.16113,41.05379,13.22235,7.15569,69.45371,14.97799,288.60769,326.96923,87.28121,8.44742
99,138,17213,124.73188,4.20239,38.35138,12.43387,6.63505,65.65154,14.14739,283.05072,325.76087,88.85898,7.81959
100,119,17405,146.26050,4.24927,43.46182,14.36646,7.43759,67.16195,16.29334,289.94958,320.31933,93.70091,8.81377
101,119,17161,144.21008,4.18970,42.68140,14.81203,7.50926,68.50922,16.36767,277.86555,317.34454,85.73542,8.81980
102,127,17461,137.48819,4.26294,40.57837,14.01001,7.16776,70.71584,15.45710,292.14173,310.97638,86.75721,8.34744
103,125,17992,143.93600,4.39258,41.68922,13.96513,7.25569,70.48143,15.67706,296.01600,309.75200,86.73944,8.55140
104,126,18180,144.28571,4.43848,41.25846,13.98159,7.34975,61.91617,15.51704,305.97619,295.70635,81.76203,8.52414
105,126,17444,138.44444,4.25879,40.59532,14.04297,7.15534,66.58352,15.42034,305.96032,296.06349,82.83338,8.21598
106,131,17953,137.04580,4.38306,39.85676,13.57071,7.29622,64.07373,15.10871,298.98473,291.09160,83.62624,8.35423
107,134,17849,133.20149,4.35767,39.15079,13.81834,7.18412,61.98575,15.13220,303.04478,291.70896,86.91437,8.18884
108,134,18029,134.54478,4.40161,39.02852,13.69409,7.31366,65.11821,15.12629,311.06716,268.91791,85.26102,8.28247
109,125,18329,146.63200,4.47485,42.03024,14.16121,7.66218,58.61037,15.74567,326.27200,267.69600,81.80145,8.77268
110,127,18374,144.67717,4.48584,42.00814,13.95753,7.64436,62.83491,15.66174,310.36220,266.82677,81.67928,8.82493
111,117,18343,156.77778,4.47827,43.61025,14.44152,7.86236,66.58534,16.34044,290.49573,262.99145,88.11131,9.16397
112,123,18226,148.17886,4.44971,41.49905,13.76873,7.50594,64.58042,15.55041,297.96748,274.03252,87.44830,8.74371
113,124,17701,142.75000,4.32153,39.79335,13.45234,7.32959,66.67435,15.14858,306.22581,267.62097,89.09596,8.44565
114,112,17301,154.47321,4.22388,42.01697,14.42495,7.68426,68.13874,16.15692,305.82143,256.82143,87.52036,8.73041
115,120,17007,141.72500,4.15210,39.75342,13.52309,7.31100,68.54194,15.16875,301.89167,259.76667,87.76749,8.37864
116,118,16970,143.81356,4.14307,40.31282,13.27724,7.56553,61.43892,14.98141,311.00847,273.69492,87.98557,8.64330
117,113,16448,145.55752,4.01562,40.73693,14.14703,7.63561,66.35058,15.75503,319.30973,276.73451,89.99492,8.66585
118,121,16767,138.57025,4.09351,38.95453,13.09008,7.45763,65.97041,14.67871,320.04132,294.09917,86.04723,8.41740
119,118,16176,137.08475,3.94922,38.52437,12.53610,7.25359,64.21609,14.06114,319.92373,296.56780,91.19847,8.22190
120,124,15970,128.79032,3.89893,36.19498,11.85983,7.09808,74.11596,13.32589,329.53226,304.54839,90.34039,8.03029
121,131,15591,119.01527,3.80640,35.00822,11.57963,6.82311,71.61117,12.98130,314.73282,296.61069,92.60534,7.72845
122,134,15680,117.01493,3.82812,35.07644,11.67794,6.84091,62.62237,13.05472,321.49254,298.81343,88.27442,7.74536
123,134,16270,121.41791,3.97217,34.55599,11.92390,6.99020,72.92274,13.16071,312.14925,297.16418,86.11904,7.72675
124,138,16463,119.29710,4.01929,33.84792,11.43980,6.83662,73.30160,12.69519,303.42754,301.05072,88.53505,7.60348
125,141,16646,118.05674,4.06396,34.15508,11.51642,6.77621,66.34541,12.78470,297.61702,301.90071,86.98059,7.54714
126,135,16424,121.65926,4.00977,35.25511,12.02775,7.07745,65.92567,13.24831,289.57778,315.23704,83.97359,7.87730
127,148,17251,116.56081,4.21167,34.13552,11.54650,6.83599,60.24173,12.80233,300.75676,304.87838,83.20745,7.70315
128,156,17223,110.40385,4.20483,34.40964,11.58526,6.75458,69.29560,12.77952,294.80769,311.28205,89.08557,7.60527
129,162,17096,105.53086,4.17383,33.78570,11.49269,6.55344,69.29407,12.62365,298.91358,298.56173,89.48664,7.42182
130,173,18122,104.75145,4.42432,33.40689,11.36558,6.59727,71.35224,12.52523,287.16763,300.47399,90.33030,7.45063
131,175,18134,103.62286,4.42725,34.01516,11.50491,6.79176,70.69383,12.66664,300.47429,290.22286,90.87580,7.66288
132,179,17861,99.78212,4.36060,33.54387,11.34544,6.75131,70.10622,12.44815,294.15084,300.87709,89.27125,7.62183
133,179,19039,106.36313,4.64819,34.91087,12.07573,7.01546,70.94398,13.12395,299.08939,304.76536,89.36098,7.91432
134,208,18941,91.06250,4.62427,31.35765,10.68306,6.55224,65.56632,11.65302,294.59615,297.66827,91.51114,7.31551
135,206,19988,97.02913,4.87988,33.38873,11.44472,6.73693,64.80019,12.53213,292.92718,298.16019,90.38072,7.58990
136,230,19997,86.94348,4.88208,31.44028,10.89020,6.35296,67.85480,11.85348,296.92609,300.88696,88.27405,7.13311
137,221,21692,98.15385,5.29590,34.42818,11.75240,6.95290,70.22334,12.87107,309.87330,293.87330,86.19734,7.85296
138,245,22682,92.57959,5.53760,33.95056,11.54150,6.83025,70.06526,12.69078,305.93061,298.69796,88.16130,7.72089
139,241,23458,97.33610,5.72705,35.25267,11.98871,6.78831,68.82293,13.15003,316.81328,294.36515,88.11931,7.79158
140,260,25547,98.25769,6.23706,35.78245,12.07353,6.93562,69.69818,13.20431,296.11538,293.96538,86.08408,7.91591
141,271,26668,98.40590,6.51074,35.01100,12.07569,7.15143,72.45077,13.20140,311.28413,299.35055,89.98311,8.00621
142,284,28536,100.47887,6.96680,35.76947,12.31353,7.17904,69.59084,13.47551,307.55986,307.42606,87.75328,8.17508
143,271,29319,108.18819,7.15796,37.73210,12.72932,7.52720,69.75364,13.96957,302.92989,310.63469,83.92437,8.61616
144,265,30402,114.72453,7.42236,40.08469,13.43152,7.74633,70.22082,14.76003,300.59245,305.67170,79.60146,8.91351
145,304,32970,108.45395,8.04932,38.41624,12.86395,7.59895,71.87344,14.17904,299.58224,303.74013,84.19583,8.67027
146,296,35031,118.34797,8.55249,40.87595,13.31520,7.85075,71.42611,14.79863,311.34797,298.58108,82.81711,9.06811
147,316,36781,116.39557,8.97974,39.89838,12.90449,7.69599,70.91050,14.39858,301.66139,300.28797,84.68427,8.89655
148,328,38349,116.91768,9.36255,39.92870,13.22505,7.76285,71.08402,14.60527,303.73780,300.83232,86.66456,8.96985
149,350,40477,115.64857,9.88208,39.38940,13.09602,7.66787,71.49887,14.44608,307.97143,303.87143,87.60778,8.81812
150,319,42411,132.94984,10.35425,44.56939,13.93024,8.03266,72.93870,15.54245,306.55172,307.02508,81.90490,9.43715
151,343,42965,125.26239,10.48950,41.82667,13.41486,7.60361,74.67700,14.98466,298.68222,315.89796,88.49795,8.89082
152,328,44376,135.29268,10.83398,44.76003,13.85089,7.95235,72.07689,15.59288,296.59451,319.77439,84.38753,9.34417
153,328,47465,144.71037,11.58813,46.27398,14.32784,7.99152,75.07484,16.10911,305.74695,322.03354,88.92867,9.46566
154,332,47869,144.18373,11.68677,46.64621,14.32886,8.01301,73.02192,16.14204,307.08735,319.31928,86.67797,9.45409
155,337,50740,150.56380,12.38770,47.43733,14.71912,8.16608,71.84647,16.43008,317.94659,342.36202,84.38035,9.68276
156,345,51622,149.62899,12.60303,47.01045,15.12454,8.32158,68.01156,16.82814,315.53333,336.26667,85.06224,9.73512
157,336,54862,163.27976,13.39404,49.55937,15.04772,8.27146,70.31094,16.98750,328.33631,331.79762,87.90198,9.72710
158,323,55425,171.59443,13.53149,51.83054,15.83455,8.47303,70.35935,17.85672,325.75851,329.66563,82.37337,10.10518
159,340,56259,165.46765,13.73511,50.00910,15.69335,8.56630,68.20434,17.53243,326.21471,322.93824,81.17556,10.08232
160,338,56126,166.05325,13.70264,50.56374,15.72304,8.45626,70.74794,17.58225,331.28107,328.19527,86.82695,9.95069
161,349,58553,167.77364,14.29517,50.19946,15.56882,8.40563,71.37719,17.48337,326.45845,321.07163,88.43915,9.95887
162,358,58629,163.76816,14.31372,49.15048,14.92838,8.40483,71.53325,16.90429,324.51397,320.28212,85.84843,9.98105
163,346,58783,169.89306,14.35132,50.56535,14.98164,8.30720,67.72660,17.07682,319.17052,317.89595,86.20043,9.84718
164,339,58675,173.08260,14.32495,51.72764,15.42839,8.39690,68.97185,17.46068,327.83186,308.87316,83.57679,9.97724
165,352,59114,167.93750,14.43213,50.48147,15.34011,8.36593,65.63592,17.40972,321.53125,323.99716,81.19350,9.96165
166,337,59254,175.82789,14.46631,53.17292,15.95664,8.62420,69.49478,18.15218,323.63501,331.39763,82.42374,10.45211
167,340,59506,175.01765,14.52783,53.15528,16.03645,8.59395,72.77909,18.20688,333.99706,333.77353,80.89910,10.47085
168,332,58949,177.55723,14.39185,53.59393,16.13089,8.72794,72.51209,18.26885,320.98193,327.67771,84.23634,10.53034
169,349,59584,170.72779,14.54688,50.89855,15.30781,8.48281,74.54940,17.31939,320.35244,319.56447,86.68090,10.20630
170,355,58970,166.11268,14.39697,51.30124,15.36918,8.64105,73.50745,17.40021,320.23099,328.44507,87.33706,10.38752
171,342,60052,175.59064,14.66113,53.05209,16.14023,8.58709,77.53104,18.24993,316.83041,329.74269,86.62912,10.40098
172,350,58134,166.09714,14.19287,51.55467,15.80060,8.45907,74.17896,17.88675,309.51429,327.99714,87.70459,10.15123
173,340,58414,171.80588,14.26123,52.51844,15.90348,8.56325,74.52524,18.05796,307.79412,328.49118,86.28472,10.27164
174,341,58001,170.09091,14.16040,53.15155,15.85730,8.58740,75.97834,18.11243,308.37830,324.21114,88.29199,10.32710
175,338,58227,172.26923,14.21558,52.99691,16.32168,8.74318,76.56023,18.50041,304.59172,325.86982,85.73795,10.45235
176,347,58129,167.51873,14.19165,51.32221,16.17148,8.48730,73.43111,18.16140,306.20749,314.82421,86.43840,10.04837
177,332,60414,181.96988,14.74951,54.05168,16.44044,8.70934,68.41106,18.68022,312.19578,321.09940,82.45338,10.38139
178,334,57502,172.16168,14.03857,52.69014,15.77383,8.50357,67.90433,17.90722,326.63473,318.59281,83.57766,10.26885
179,325,57951,178.31077,14.14819,54.25255,16.34597,8.77269,72.11961,18.53685,330.30154,318.99692,84.24144,10.60430
180,332,57997,174.68976,14.15942,53.75557,15.95018,8.65819,69.47355,18.22342,324.21084,320.99398,83.41631,10.46821
181,331,57272,173.02719,13.98242,53.37000,16.23966,8.56919,70.57271,18.32653,313.09366,322.07855,84.67589,10.29900
182,327,57396,175.52294,14.01270,53.42133,16.30925,8.88746,72.84877,18.49738,314.20489,323.71560,80.35878,10.62021
183,339,56719,167.31268,13.84741,52.02270,16.17441,8.81268,74.04985,18.09655,297.77581,315.53982,83.91960,10.47244
184,312,57172,183.24359,13.95801,55.05010,16.88463,9.02932,72.75634,19.06504,308.51923,316.43590,81.95694,10.78047
185,307,58393,190.20521,14.25610,56.58541,17.13815,9.11068,76.82702,19.40507,314.67752,311.49511,84.89039,10.93115
186,336,58565,174.30060,14.29810,52.09423,16.11398,8.72039,74.48299,18.11796,307.63988,301.58333,89.23508,10.37992
187,337,58889,174.74481,14.37720,52.33814,15.99215,8.81288,74.12041,17.96172,311.83086,303.84273,88.42901,10.46294
188,338,59231,175.23964,14.46069,52.42184,16.04738,8.77911,73.42549,18.09445,299.39941,299.50000,88.29277,10.43646
189,343,59000,172.01166,14.40430,51.24832,15.81827,8.56243,74.74177,17.78086,293.76093,303.38484,89.70051,10.10298
190,336,59409,176.81250,14.50415,53.25524,16.23161,8.70919,69.25646,18.26976,303.80655,309.87798,87.49196,10.35768
191,323,59945,185.58824,14.63501,54.28630,16.46783,8.86713,73.30513,18.59866,292.42415,313.17028,84.91278,10.63014
192,315,56821,180.38413,13.87231,53.07560,16.20151,8.92100,71.13494,18.26557,311.70794,321.75238,85.09797,10.64620
193,330,56379,170.84545,13.76440,50.84098,15.74123,8.69074,74.29383,17.57397,296.53939,310.14242,89.00219,10.31312
194,337,56489,167.62315,13.79126,50.82457,15.65324,8.62849,73.12786,17.61323,314.15727,311.06528,84.68266,10.35647
195,346,57217,165.36705,13.96899,49.99815,15.37643,8.44210,72.97764,17.31542,313.97688,308.65607,86.43475,10.08184
196,332,57499,173.18976,14.03784,51.45455,15.28239,8.79493,69.25661,17.43343,308.04518,306.64759,86.15666,10.49475
197,322,59071,183.45031,14.42163,53.50130,15.87642,8.88196,76.27655,18.03514,310.84783,309.73913,89.54835,10.56413
198,321,59767,186.19003,14.59155,55.34612,16.18574,9.09065,76.87738,18.51590,307.39564,307.43302,82.96683,10.86835
199,341,57964,169.98240,14.15137,50.87978,15.59502,8.75701,73.48492,17.53182,312.59238,310.76246,87.13495,10.36071
200,349,56987,163.28653,13.91284,50.06801,14.72455,8.59187,76.63274,16.79190,302.51862,308.61318,88.39528,10.24603
201,336,59815,178.02083,14.60327,52.62795,15.28190,8.85009,71.96915,17.50384,301.08036,299.06845,85.14468,10.60301
202,351,57247,163.09687,13.97632,47.71272,14.45131,8.54381,69.27491,16.40905,313.40741,306.30769,87.65136,10.01430
203,333,57954,174.03604,14.14893,50.36810,14.86275,8.50423,72.79980,16.99782,320.96997,306.42643,87.65258,10.05759
204,326,58154,178.38650,14.19775,52.54082,14.99495,8.73493,68.54411,17.36683,315.81595,312.25153,86.70664,10.44897
205,332,58672,176.72289,14.32422,51.80193,15.51370,8.65176,71.77015,17.60924,315.04518,316.97892,82.69316,10.27021
206,320,59954,187.35625,14.63721,53.44411,15.85705,8.70217,73.14997,18.10711,316.43437,309.30000,86.20242,10.38648
207,322,59596,185.08075,14.54980,52.80789,15.66558,8.69197,68.41278,17.83489,306.38820,318.50000,83.95872,10.29590
208,330,60024,181.89091,14.65430,52.02248,15.42629,8.80364,71.55965,17.63085,298.78182,334.02727,85.15820,10.49076
209,314,60482,192.61783,14.76611,54.47970,16.22709,8.96363,70.69845,18.52515,299.68471,325.67197,83.61180,10.71293
210,328,60771,185.27744,14.83667,52.06011,15.75251,8.83842,67.31367,17.91589,307.02134,325.24390,83.50783,10.57508
211,310,60852,196.29677,14.85645,55.86918,16.15479,9.14945,70.09140,18.50738,304.74194,318.45161,83.58575,10.99213
212,306,61400,200.65359,14.99023,56.65775,16.88366,9.38150,69.53573,19.30382,304.02288,314.71569,84.52408,11.27213
213,300,62425,208.08333,15.24048,58.28317,17.21271,9.18370,71.48526,19.61249,305.05333,311.82667,82.04270,11.18390
214,304,62518,205.65132,15.26318,58.48402,17.16874,9.23028,73.18140,19.53361,299.11184,312.93750,86.85402,11.21820
215,308,62551,203.08766,15.27124,58.02637,16.92519,8.93209,69.76221,19.46267,306.43182,317.50325,80.66672,10.94621
216,304,59629,196.14803,14.55786,57.07762,16.74433,9.03638,73.48420,19.21961,303.18750,312.84211,84.19409,10.93051
217,309,59158,191.44984,14.44287,56.35536,16.48124,9.03551,71.92460,18.83419,305.17476,314.37540,83.98409,10.89091
218,316,59012,186.74684,14.40723,55.26449,16.33642,9.04834,68.23397,18.66540,303.56013,312.31329,83.33115,10.87942
219,309,59141,191.39482,14.43872,56.94397,16.47180,9.24775,70.69978,18.89462,328.55016,320.00971,83.16084,11.04085
220,315,59543,189.02540,14.53687,55.58599,16.02135,8.98988,68.96621,18.43142,326.33016,316.70476,85.29581,10.75798
221,325,59021,181.60308,14.40942,54.02630,15.87717,8.82907,69.36281,18.18385,318.56615,315.19077,84.30321,10.62937
222,318,59104,185.86164,14.42969,54.35553,16.28046,8.98587,70.99375,18.52161,307.30503,299.82075,89.95100,10.84115
223,313,58246,186.08946,14.22021,55.61738,16.17212,8.89859,71.73848,18.51687,307.69649,303.73802,86.59234,10.78568
