Sample,Slice,Threshold,Elements,Time(s),K(m2),Delta P(psi),Qt,K_eq(m2)
8,0549,1,32014,7.72422,1e-15,6894.76,9.42865978e-09,1.37025e-15
8,0549,2,32954,8.85648,1e-15,6894.76,1.234232563e-08,1.79368e-15
8,0549,3,33190,9.28095,1e-15,6894.76,5.212431853e-08,7.57511e-15
8,0549,4,33058,8.78063,1e-15,6894.76,3.624488485e-07,5.26739e-14
8,0550,1,31992,8.08833,1e-15,6894.76,9.658810699e-09,1.40369e-15
8,0550,2,32974,8.03602,1e-15,6894.76,1.173581297e-08,1.70554e-15
8,0550,3,33160,8.69638,1e-15,6894.76,5.436524537e-08,7.90078e-15
8,0550,4,33040,8.38285,1e-15,6894.76,2.96991931e-07,4.31612e-14
8,0551,1,32028,8.22439,1e-15,6894.76,9.248786711e-09,1.34411e-15
8,0551,2,32942,8.44057,1e-15,6894.76,1.16140305e-08,1.68784e-15
8,0551,3,33082,8.62944,1e-15,6894.76,5.211086846e-08,7.57316e-15
8,0551,4,33014,8.0853,1e-15,6894.76,2.959127101e-07,4.30043e-14
8,0552,1,32130,7.78647,1e-15,6894.76,9.262117606e-09,1.34604e-15
8,0552,2,32954,8.26833,1e-15,6894.76,1.124053557e-08,1.63356e-15
8,0552,3,32966,8.31337,1e-15,6894.76,5.101557156e-08,7.41398e-15
8,0552,4,33098,8.07571,1e-15,6894.76,nan,nan
8,0553,1,31854,7.768,1e-15,6894.76,9.024612302e-09,1.31153e-15
8,0553,2,32910,8.37826,1e-15,6894.76,1.109834353e-08,1.6129e-15
8,0553,3,32968,7.97299,1e-15,6894.76,4.743342807e-08,6.89339e-15
8,0553,4,32880,8.28346,1e-15,6894.76,3.116709149e-07,4.52944e-14
8,0554,1,31918,7.87707,1e-15,6894.76,9.040082571e-09,1.31377e-15
8,0554,2,32764,7.92234,1e-15,6894.76,1.112861721e-08,1.6173e-15
8,0554,3,33162,8.61755,1e-15,6894.76,4.642196223e-08,6.7464e-15
8,0554,4,33056,8.14261,1e-15,6894.76,2.965525975e-07,4.30973e-14
8,0555,1,32064,7.54732,1e-15,6894.76,9.352719842e-09,1.35921e-15
8,0555,2,32840,8.68367,1e-15,6894.76,1.143213019e-08,1.66141e-15
8,0555,3,33164,8.01923,1e-15,6894.76,4.330075097e-08,6.2928e-15
8,0555,4,33020,8.12987,1e-15,6894.76,3.186309868e-07,4.63059e-14
8,0556,1,32074,8.13028,1e-15,6894.76,9.475588222e-09,1.37707e-15
8,0556,2,32734,8.43919,1e-15,6894.76,1.11800181e-08,1.62477e-15
8,0556,3,32984,8.07489,1e-15,6894.76,5.181383102e-08,7.52999e-15
8,0556,4,32910,8.14226,1e-15,6894.76,3.139268722e-07,4.56223e-14
8,0557,1,32014,7.83985,1e-15,6894.76,9.405481508e-09,1.36688e-15
8,0557,2,32820,8.45587,1e-15,6894.76,1.120868133e-08,1.62893e-15
8,0557,3,32998,8.08761,1e-15,6894.76,5.411767711e-08,7.8648e-15
8,0557,4,33220,8.17651,1e-15,6894.76,3.767629825e-07,5.47541e-14
8,0558,1,32100,8.29919,1e-15,6894.76,9.02726963e-09,1.31191e-15
8,0558,2,32680,8.14532,1e-15,6894.76,1.154788935e-08,1.67823e-15
8,0558,3,33048,7.97904,1e-15,6894.76,4.4668477e-08,6.49157e-15
8,0558,4,33062,8.31947,1e-15,6894.76,3.939383581e-07,5.72502e-14
8,0559,1,31844,7.8326,1e-15,6894.76,9.212102716e-09,1.33877e-15
8,0559,2,32630,8.44119,1e-15,6894.76,1.133846508e-08,1.64779e-15
8,0559,3,33152,8.49894,1e-15,6894.76,6.184129644e-08,8.98726e-15
8,0559,4,33078,8.32199,1e-15,6894.76,3.940621426e-07,5.72682e-14
8,0560,1,31996,7.86445,1e-15,6894.76,9.328772933e-09,1.35573e-15
8,0560,2,32580,8.13105,1e-15,6894.76,1.135741584e-08,1.65055e-15
8,0560,3,33162,8.32005,1e-15,6894.76,1.738579146e-07,2.52664e-14
8,0560,4,33318,8.07861,1e-15,6894.76,3.283675154e-07,4.77209e-14
8,0561,1,31844,8.12651,1e-15,6894.76,9.01283111e-09,1.30981e-15
8,0561,2,32572,8.18958,1e-15,6894.76,1.151979872e-08,1.67415e-15
8,0561,3,33106,8.24151,1e-15,6894.76,6.831582883e-08,9.92819e-15
8,0561,4,33266,8.20831,1e-15,6894.76,3.418760247e-07,4.96841e-14
8,0562,1,33266,0,0,0,0,0
8,0562,2,32634,8.83639,1e-15,6894.76,1.190476552e-08,1.73009e-15
8,0562,3,33430,8.42161,1e-15,6894.76,5.095530965e-08,7.40522e-15
8,0562,4,33146,8.01898,1e-15,6894.76,3.752154216e-07,5.45292e-14
8,0563,1,31856,8.44465,1e-15,6894.76,9.123152504e-09,1.32585e-15
8,0563,2,32724,8.57113,1e-15,6894.76,1.175909482e-08,1.70892e-15
8,0563,3,33200,8.35331,1e-15,6894.76,7.053357546e-08,1.02505e-14
8,0563,4,33026,7.93874,1e-15,6894.76,3.575048528e-07,5.19554e-14
8,0564,1,31902,8.6992,1e-15,6894.76,9.31135333e-09,1.3532e-15
8,0564,2,32574,8.05532,1e-15,6894.76,1.242993066e-08,1.80641e-15
8,0564,3,33218,7.89155,1e-15,6894.76,7.160265447e-08,1.04059e-14
8,0564,4,33058,8.25856,1e-15,6894.76,3.735499513e-07,5.42872e-14
8,0565,1,31978,7.89645,1e-15,6894.76,9.668446071e-09,1.40509e-15
8,0565,2,32768,8.54934,1e-15,6894.76,1.255436469e-08,1.8245e-15
8,0565,3,32768,0,0,0,0,0
8,0565,4,33176,8.13571,1e-15,6894.76,3.455865759e-07,5.02233e-14
8,0566,1,32060,8.07553,1e-15,6894.76,9.669034294e-09,1.40518e-15
8,0566,2,32594,8.14475,1e-15,6894.76,1.151947717e-08,1.6741e-15
8,0566,3,33158,8.86208,1e-15,6894.76,nan,nan
8,0566,4,33348,8.0878,1e-15,6894.76,3.413424321e-07,4.96065e-14
8,0567,1,31954,7.8959,1e-15,6894.76,9.760118801e-09,1.41842e-15
8,0567,2,32680,8.46231,1e-15,6894.76,1.118726658e-08,1.62582e-15
8,0567,3,33130,7.82792,1e-15,6894.76,8.579382078e-08,1.24682e-14
8,0567,4,33224,8.19932,1e-15,6894.76,3.363909049e-07,4.88869e-14
8,0568,1,32022,7.81807,1e-15,6894.76,9.938955709e-09,1.44441e-15
8,0568,2,32666,8.48862,1e-15,6894.76,1.178862779e-08,1.71321e-15
8,0568,3,33138,8.32223,1e-15,6894.76,8.88712453e-08,1.29155e-14
8,0568,4,33130,8.31774,1e-15,6894.76,3.640353624e-07,5.29044e-14
8,0569,1,32112,8.12224,1e-15,6894.76,1.055034539e-08,1.53326e-15
8,0569,2,32628,8.32293,1e-15,6894.76,1.252088286e-08,1.81963e-15
8,0569,3,33168,8.2974,1e-15,6894.76,5.646867965e-08,8.20647e-15
8,0569,4,33168,0,0,0,0,0
8,0570,1,32354,7.72582,1e-15,6894.76,1.052280211e-08,1.52926e-15
8,0570,2,32650,8.60705,1e-15,6894.76,1.129637645e-08,1.64168e-15
8,0570,3,33158,8.46075,1e-15,6894.76,6.99359907e-08,1.01636e-14
8,0570,4,33008,7.823,1e-15,6894.76,3.747301141e-07,5.44587e-14
8,0571,1,32230,7.99532,1e-15,6894.76,1.033266243e-08,1.50162e-15
8,0571,2,32526,8.47729,1e-15,6894.76,1.107143338e-08,1.60899e-15
8,0571,3,32952,8.0816,1e-15,6894.76,7.863003791e-08,1.14271e-14
8,0571,4,32880,8.16932,1e-15,6894.76,3.850050541e-07,5.59519e-14
8,0572,1,32166,7.41107,1e-15,6894.76,1.034127162e-08,1.50287e-15
8,0572,2,32728,7.97,1e-15,6894.76,1.1059609e-08,1.60727e-15
8,0572,3,33160,8.55921,1e-15,6894.76,4.825007677e-08,7.01208e-15
8,0572,4,33030,8.46157,1e-15,6894.76,3.808669424e-07,5.53505e-14
8,0573,1,32280,8.06507,1e-15,6894.76,1.078121957e-08,1.56681e-15
8,0573,2,32594,8.13042,1e-15,6894.76,1.115562966e-08,1.62122e-15
8,0573,3,33150,8.99682,1e-15,6894.76,5.743213609e-08,8.34648e-15
8,0573,4,32996,8.07985,1e-15,6894.76,3.624975693e-07,5.2681e-14
8,0574,1,32140,8.09233,1e-15,6894.76,1.040144488e-08,1.51162e-15
8,0574,2,32666,8.51388,1e-15,6894.76,1.114878539e-08,1.62023e-15
8,0574,3,32666,0,0,0,0,0
8,0574,4,32978,8.41777,1e-15,6894.76,3.595268297e-07,5.22492e-14
8,0575,1,32130,7.69516,1e-15,6894.76,9.789935066e-09,1.42275e-15
8,0575,2,32576,8.24108,1e-15,6894.76,1.059286009e-08,1.53944e-15
8,0575,3,33122,8.28615,1e-15,6894.76,4.368773815e-08,6.34904e-15
8,0575,4,33092,8.58579,1e-15,6894.76,3.531603722e-07,5.1324e-14
8,0576,1,31918,8.11916,1e-15,6894.76,9.403044802e-09,1.36652e-15
8,0576,2,32660,7.93624,1e-15,6894.76,1.038351736e-08,1.50901e-15
8,0576,3,33118,7.65695,1e-15,6894.76,4.336162557e-08,6.30165e-15
8,0576,4,33120,8.71325,1e-15,6894.76,9.311976582e-08,1.35329e-14
8,0577,1,31864,7.66118,1e-15,6894.76,9.064045856e-09,1.31726e-15
8,0577,2,32722,8.11184,1e-15,6894.76,1.022105005e-08,1.4854e-15
8,0577,3,33172,8.22595,1e-15,6894.76,4.390251543e-08,6.38025e-15
8,0577,4,33186,8.48711,1e-15,6894.76,8.44013681e-08,1.22659e-14
8,0578,1,31906,7.62733,1e-15,6894.76,8.936906294e-09,1.29878e-15
8,0578,2,32720,7.81451,1e-15,6894.76,1.029513675e-08,1.49617e-15
8,0578,3,33206,8.99642,1e-15,6894.76,4.639456716e-08,6.74242e-15
8,0578,4,33090,8.33283,1e-15,6894.76,9.579823612e-08,1.39221e-14
8,0579,1,32036,8.07882,1e-15,6894.76,9.306639362e-09,1.35251e-15
8,0579,2,32696,7.6772,1e-15,6894.76,1.10725708e-08,1.60915e-15
8,0579,3,33374,8.56419,1e-15,6894.76,4.518532714e-08,6.56668e-15
8,0579,4,33224,8.791,1e-15,6894.76,1.077951238e-07,1.56656e-14
8,0580,1,32162,7.47991,1e-15,6894.76,9.633791912e-09,1.40006e-15
8,0580,2,32770,8.94537,1e-15,6894.76,1.114415092e-08,1.61955e-15
8,0580,3,33068,7.81435,1e-15,6894.76,5.698782056e-08,8.28191e-15
8,0580,4,33154,8.16555,1e-15,6894.76,4.100404669e-07,5.95903e-14
8,0581,1,32054,7.5938,1e-15,6894.76,9.606908495e-09,1.39615e-15
8,0581,2,32742,8.0846,1e-15,6894.76,1.090144725e-08,1.58428e-15
8,0581,3,33120,9.76658,1e-15,6894.76,6.108717539e-08,8.87766e-15
8,0581,4,33076,8.47047,1e-15,6894.76,3.756804145e-07,5.45968e-14
8,0582,1,32096,7.51463,1e-15,6894.76,9.64027383e-09,1.401e-15
8,0582,2,32658,8.67344,1e-15,6894.76,1.113447738e-08,1.61815e-15
8,0582,3,33142,8.07161,1e-15,6894.76,6.52808567e-08,9.48712e-15
8,0582,4,33144,8.97484,1e-15,6894.76,3.702841965e-07,5.38126e-14
8,0583,1,32164,7.80415,1e-15,6894.76,9.789222135e-09,1.42265e-15
8,0583,2,32732,9.11161,1e-15,6894.76,1.123316975e-08,1.63249e-15
8,0583,3,33230,8.20121,1e-15,6894.76,2.608426474e-07,3.79077e-14
8,0583,4,33080,8.69747,1e-15,6894.76,3.575711433e-07,5.1965e-14
8,0584,1,32018,7.98585,1e-15,6894.76,9.587454574e-09,1.39332e-15
8,0584,2,32806,9.06486,1e-15,6894.76,1.11156174e-08,1.61541e-15
8,0584,3,33102,8.04916,1e-15,6894.76,2.732680264e-07,3.97134e-14
8,0584,4,33106,8.10305,1e-15,6894.76,3.318557645e-07,4.82279e-14
8,0585,1,32018,7.84028,1e-15,6894.76,9.604369889e-09,1.39578e-15
8,0585,2,33024,8.7849,1e-15,6894.76,1.122380491e-08,1.63113e-15
8,0585,3,33008,8.36184,1e-15,6894.76,2.7450534e-07,3.98932e-14
8,0585,4,33110,8.0094,1e-15,6894.76,3.508975011e-07,5.09951e-14
8,0586,1,32138,7.84011,1e-15,6894.76,9.654005149e-09,1.40299e-15
8,0586,2,32834,8.35525,1e-15,6894.76,1.113207408e-08,1.6178e-15
8,0586,3,33112,8.42936,1e-15,6894.76,6.32256178e-08,9.18844e-15
8,0586,4,32928,8.09176,1e-15,6894.76,3.66464967e-07,5.32575e-14
8,0587,1,32170,7.66981,1e-15,6894.76,9.843782084e-09,1.43057e-15
8,0587,2,32684,8.46396,1e-15,6894.76,1.154432105e-08,1.67771e-15
8,0587,3,33366,8.27264,1e-15,6894.76,9.559121363e-08,1.38921e-14
8,0587,4,32892,8.27198,1e-15,6894.76,3.602786095e-07,5.23585e-14
8,0588,1,32370,7.78181,1e-15,6894.76,1.016995015e-08,1.47798e-15
8,0588,2,32770,8.03886,1e-15,6894.76,1.162291385e-08,1.68913e-15
8,0588,3,33264,8.18502,1e-15,6894.76,4.751622874e-08,6.90543e-15
8,0588,4,33264,0,0,0,0,0
8,0589,1,32160,8.02262,1e-15,6894.76,1.036411732e-08,1.50619e-15
8,0589,2,32650,8.69405,1e-15,6894.76,1.155344664e-08,1.67904e-15
8,0589,3,33356,8.88457,1e-15,6894.76,4.67765153e-08,6.79793e-15
8,0589,4,33090,8.02317,1e-15,6894.76,3.422552895e-07,4.97392e-14
8,0590,1,32370,7.75247,1e-15,6894.76,1.004534286e-08,1.45987e-15
8,0590,2,32642,8.29786,1e-15,6894.76,1.168817988e-08,1.69862e-15
8,0590,3,33354,7.82264,1e-15,6894.76,8.714907896e-08,1.26652e-14
8,0590,4,33200,8.97914,1e-15,6894.76,nan,nan
8,0591,1,32248,8.23716,1e-15,6894.76,9.75486319e-09,1.41765e-15
8,0591,2,32818,8.11136,1e-15,6894.76,1.11715138e-08,1.62353e-15
8,0591,3,33446,8.2646,1e-15,6894.76,2.608524575e-07,3.79091e-14
8,0591,4,33016,8.43274,1e-15,6894.76,3.286864467e-07,4.77673e-14
8,0592,1,32288,7.95073,1e-15,6894.76,9.471221555e-09,1.37643e-15
8,0592,2,32812,8.14118,1e-15,6894.76,1.115343476e-08,1.6209e-15
8,0592,3,33382,8.49702,1e-15,6894.76,2.527498321e-07,3.67316e-14
8,0592,4,33144,7.83735,1e-15,6894.76,3.094322286e-07,4.49691e-14
8,0593,1,32224,7.75892,1e-15,6894.76,9.634512229e-09,1.40016e-15
8,0593,2,32834,7.729,1e-15,6894.76,1.124022016e-08,1.63352e-15
8,0593,3,33216,8.93218,1e-15,6894.76,2.327231717e-07,3.38211e-14
8,0593,4,33176,8.50168,1e-15,6894.76,3.078673878e-07,4.47417e-14
8,0594,1,32154,7.60373,1e-15,6894.76,9.564603342e-09,1.39e-15
8,0594,2,32894,8.45959,1e-15,6894.76,1.117109236e-08,1.62347e-15
8,0594,3,33122,8.03481,1e-15,6894.76,2.376658072e-07,3.45394e-14
8,0594,4,33108,7.96592,1e-15,6894.76,3.121128914e-07,4.53587e-14
8,0595,1,32270,8.37079,1e-15,6894.76,9.898756653e-09,1.43856e-15
8,0595,2,32908,7.91378,1e-15,6894.76,1.123449569e-08,1.63268e-15
8,0595,3,32908,0,0,0,0,0
8,0595,4,33014,8.81852,1e-15,6894.76,3.100502043e-07,4.50589e-14
8,0596,1,32360,7.92735,1e-15,6894.76,1.032003526e-08,1.49979e-15
8,0596,2,32624,8.26234,1e-15,6894.76,1.125118836e-08,1.63511e-15
8,0596,3,33004,8.30293,1e-15,6894.76,9.949819015e-08,1.44598e-14
8,0596,4,33036,7.25904,1e-15,6894.76,3.07004078e-07,4.46162e-14
8,0597,1,32352,8.06911,1e-15,6894.76,1.061136162e-08,1.54213e-15
8,0597,2,32796,8.83392,1e-15,6894.76,1.145556876e-08,1.66481e-15
8,0597,3,32806,8.44817,1e-15,6894.76,1.007768112e-07,1.46457e-14
8,0597,4,33034,7.91232,1e-15,6894.76,2.686238999e-07,3.90385e-14
8,0598,1,32268,8.17978,1e-15,6894.76,1.037025779e-08,1.50709e-15
8,0598,2,32770,8.36307,1e-15,6894.76,1.164909998e-08,1.69294e-15
8,0598,3,32920,8.07692,1e-15,6894.76,1.868217182e-07,2.71504e-14
8,0598,4,33074,8.11766,1e-15,6894.76,2.786584834e-07,4.04968e-14
8,0599,1,32172,7.56619,1e-15,6894.76,9.867674974e-09,1.43405e-15
8,0599,2,32736,8.72472,1e-15,6894.76,1.1311743e-08,1.64391e-15
8,0599,3,32880,8.46802,1e-15,6894.76,1.405579892e-07,2.0427e-14
8,0599,4,33052,7.87622,1e-15,6894.76,2.660412e-07,3.86632e-14
8,0600,1,32202,7.94898,1e-15,6894.76,9.538425655e-09,1.3862e-15
8,0600,2,32704,8.77131,1e-15,6894.76,1.166390149e-08,1.69509e-15
8,0600,3,33032,8.39603,1e-15,6894.76,nan,nan
8,0600,4,33174,8.37922,1e-15,6894.76,2.903337025e-07,4.21935e-14
8,0601,1,32094,7.78387,1e-15,6894.76,9.270762569e-09,1.3473e-15
8,0601,2,32728,8.12053,1e-15,6894.76,1.187037765e-08,1.7251e-15
8,0601,3,32992,8.44768,1e-15,6894.76,1.471332661e-07,2.13825e-14
8,0601,4,32892,8.54011,1e-15,6894.76,3.142079156e-07,4.56631e-14
8,0602,1,31912,7.37368,1e-15,6894.76,9.17673677e-09,1.33363e-15
8,0602,2,31912,0,0,0,0,0
8,0602,3,33118,7.76021,1e-15,6894.76,1.735886052e-07,2.52272e-14
8,0602,4,33030,7.44326,1e-15,6894.76,3.20664768e-07,4.66015e-14
8,0603,1,31916,8.32471,1e-15,6894.76,9.045140218e-09,1.31451e-15
8,0603,2,33014,8.46154,1e-15,6894.76,1.175572469e-08,1.70843e-15
8,0603,3,33014,0,0,0,0,0
8,0603,4,33078,8.71109,1e-15,6894.76,3.347305324e-07,4.86456e-14
8,0604,1,31878,7.60747,1e-15,6894.76,8.931397917e-09,1.29798e-15
8,0604,2,33056,8.20991,1e-15,6894.76,1.176760088e-08,1.71016e-15
8,0604,3,33214,8.22908,1e-15,6894.76,nan,nan
8,0604,4,33272,8.55203,1e-15,6894.76,3.66955628e-07,5.33288e-14
8,0605,1,31984,8.36779,1e-15,6894.76,8.850736048e-09,1.28626e-15
8,0605,2,32904,8.37567,1e-15,6894.76,1.171933798e-08,1.70315e-15
8,0605,3,33286,7.92121,1e-15,6894.76,1.555148458e-07,2.26006e-14
8,0605,4,33286,0,0,0,0,0
8,0606,1,32054,8.06345,1e-15,6894.76,8.785347526e-09,1.27675e-15
8,0606,2,32920,8.76534,1e-15,6894.76,1.111445215e-08,1.61524e-15
8,0606,3,33018,8.05261,1e-15,6894.76,1.401056915e-07,2.03612e-14
8,0606,4,33018,0,0,0,0,0
8,0607,1,32082,7.99696,1e-15,6894.76,9.12061851e-09,1.32548e-15
8,0607,2,32830,8.36173,1e-15,6894.76,1.126072286e-08,1.6365e-15
8,0607,3,32990,8.58442,1e-15,6894.76,2.054164625e-07,2.98527e-14
8,0607,4,32848,8.28268,1e-15,6894.76,3.747265661e-07,5.44582e-14
8,0608,1,32110,7.72498,1e-15,6894.76,9.115094546e-09,1.32468e-15
8,0608,2,32854,8.95145,1e-15,6894.76,1.145411879e-08,1.6646e-15
8,0608,3,33138,8.17253,1e-15,6894.76,2.335791307e-07,3.39455e-14
8,0608,4,32938,8.09277,1e-15,6894.76,4.796972238e-07,6.97133e-14
8,0609,1,32102,8.23217,1e-15,6894.76,9.054503107e-09,1.31587e-15
8,0609,2,32102,0,0,0,0,0
8,0609,3,33224,7.85859,1e-15,6894.76,2.392817982e-07,3.47743e-14
8,0609,4,33028,7.86922,1e-15,6894.76,4.032418417e-07,5.86022e-14
8,0610,1,32098,7.81124,1e-15,6894.76,8.977676274e-09,1.30471e-15
8,0610,2,32972,7.76155,1e-15,6894.76,1.120903516e-08,1.62898e-15
8,0610,3,33092,8.86643,1e-15,6894.76,2.306276023e-07,3.35166e-14
8,0610,4,32806,8.27606,1e-15,6894.76,4.454320281e-07,6.47336e-14
8,0611,1,32126,7.85602,1e-15,6894.76,9.014242494e-09,1.31002e-15
8,0611,2,33108,8.31957,1e-15,6894.76,1.110455984e-08,1.6138e-15
8,0611,3,33012,7.81784,1e-15,6894.76,2.305126487e-07,3.34999e-14
8,0611,4,33084,8.48461,1e-15,6894.76,4.313377814e-07,6.26854e-14
8,0612,1,32172,7.55498,1e-15,6894.76,8.890116186e-09,1.29198e-15
8,0612,2,32812,8.43919,1e-15,6894.76,1.08403784e-08,1.57541e-15
8,0612,3,33186,8.45484,1e-15,6894.76,2.160717729e-07,3.14012e-14
8,0612,4,33232,8.43269,1e-15,6894.76,4.280428461e-07,6.22065e-14
8,0613,1,32214,8.93713,1e-15,6894.76,8.912997189e-09,1.29531e-15
8,0613,2,32966,8.78805,1e-15,6894.76,1.073304072e-08,1.55981e-15
8,0613,3,32990,8.32802,1e-15,6894.76,2.119745913e-07,3.08058e-14
8,0613,4,33018,8.07503,1e-15,6894.76,3.041170069e-07,4.41966e-14
8,0614,1,32170,7.94754,1e-15,6894.76,9.055148875e-09,1.31596e-15
8,0614,2,32880,8.2112,1e-15,6894.76,1.051801804e-08,1.52856e-15
8,0614,3,33390,8.33406,1e-15,6894.76,2.037903164e-07,2.96164e-14
8,0614,4,32874,8.26373,1e-15,6894.76,3.656584586e-07,5.31403e-14
8,0615,1,32222,7.99345,1e-15,6894.76,9.299753557e-09,1.35151e-15
8,0615,2,33010,8.61662,1e-15,6894.76,1.102035914e-08,1.60156e-15
8,0615,3,33108,8.36043,1e-15,6894.76,2.169893764e-07,3.15346e-14
8,0615,4,33122,8.60933,1e-15,6894.76,3.38742914e-07,4.92287e-14
8,0616,1,32120,7.47961,1e-15,6894.76,9.237980656e-09,1.34254e-15
8,0616,2,33042,7.95117,1e-15,6894.76,1.122005876e-08,1.63059e-15
8,0616,3,33240,8.32769,1e-15,6894.76,2.143076608e-07,3.11449e-14
8,0616,4,33212,8.28025,1e-15,6894.76,3.859848305e-07,5.60943e-14
8,0617,1,32396,8.05007,1e-15,6894.76,1.041369791e-08,1.5134e-15
8,0617,2,32916,8.29565,1e-15,6894.76,1.261937735e-08,1.83395e-15
8,0617,3,33272,7.78356,1e-15,6894.76,2.137791923e-07,3.10681e-14
8,0617,4,33042,8.21479,1e-15,6894.76,3.536474301e-07,5.13948e-14
8,0618,1,32490,8.01057,1e-15,6894.76,1.078704211e-08,1.56766e-15
8,0618,2,32954,8.29836,1e-15,6894.76,1.171818493e-08,1.70298e-15
8,0618,3,33304,8.05884,1e-15,6894.76,2.133010545e-07,3.09986e-14
8,0618,4,33144,8.72735,1e-15,6894.76,4.13981682e-07,6.0163e-14
8,0619,1,32444,7.70485,1e-15,6894.76,1.065224909e-08,1.54807e-15
8,0619,2,32960,8.44094,1e-15,6894.76,1.17897164e-08,1.71337e-15
8,0619,3,33240,8.0299,1e-15,6894.76,2.164663534e-07,3.14586e-14
8,0619,4,33218,8.78314,1e-15,6894.76,3.203479017e-07,4.65554e-14
8,0620,1,33218,0,0,0,0,0
8,0620,2,33074,8.9923,1e-15,6894.76,1.146932748e-08,1.66681e-15
8,0620,3,33274,8.38513,1e-15,6894.76,2.211310964e-07,3.21365e-14
8,0620,4,33114,8.17172,1e-15,6894.76,3.14519091e-07,4.57084e-14
8,0621,1,32472,8.34692,1e-15,6894.76,1.053116509e-08,1.53047e-15
8,0621,2,33068,8.40077,1e-15,6894.76,1.34653104e-08,1.95688e-15
8,0621,3,33064,8.25825,1e-15,6894.76,2.166627119e-07,3.14871e-14
8,0621,4,33288,7.92023,1e-15,6894.76,3.31787947e-07,4.8218e-14
8,0622,1,32734,8.33982,1e-15,6894.76,1.1949552e-08,1.7366e-15
8,0622,2,33204,8.34323,1e-15,6894.76,1.252798725e-08,1.82066e-15
8,0622,3,33220,8.41599,1e-15,6894.76,nan,nan
8,0622,4,33032,8.23798,1e-15,6894.76,3.096641022e-07,4.50028e-14
8,0623,1,32648,8.08055,1e-15,6894.76,1.196501877e-08,1.73885e-15
8,0623,2,33114,8.46623,1e-15,6894.76,1.259234075e-08,1.83002e-15
8,0623,3,33052,8.52453,1e-15,6894.76,2.042373158e-07,2.96814e-14
8,0623,4,33078,8.39687,1e-15,6894.76,2.984535959e-07,4.33736e-14
8,0624,1,32530,8.21278,1e-15,6894.76,1.292828785e-08,1.87884e-15
8,0624,2,33004,8.89815,1e-15,6894.76,1.34831659e-08,1.95948e-15
8,0624,3,33004,0,0,0,0,0
8,0624,4,33114,7.88481,1e-15,6894.76,3.188739359e-07,4.63412e-14
8,0625,1,32678,7.83484,1e-15,6894.76,1.262611352e-08,1.83492e-15
8,0625,2,33092,8.32565,1e-15,6894.76,1.348923553e-08,1.96036e-15
8,0625,3,32956,7.98067,1e-15,6894.76,1.958506326e-07,2.84625e-14
8,0625,4,33158,8.0602,1e-15,6894.76,3.107589768e-07,4.51619e-14
8,0626,1,32380,8.1734,1e-15,6894.76,1.253630471e-08,1.82187e-15
8,0626,2,32972,8.56144,1e-15,6894.76,1.267419325e-08,1.84191e-15
8,0626,3,33076,7.81207,1e-15,6894.76,6.233729362e-08,9.05934e-15
8,0626,4,33210,8.6714,1e-15,6894.76,3.104951502e-07,4.51236e-14
8,0627,1,32430,7.93409,1e-15,6894.76,1.12506794e-08,1.63504e-15
8,0627,2,33062,8.20354,1e-15,6894.76,1.278712313e-08,1.85832e-15
8,0627,3,33120,8.3209,1e-15,6894.76,6.297216902e-08,9.1516e-15
8,0627,4,33186,8.14609,1e-15,6894.76,3.075952723e-07,4.47021e-14
8,0628,1,32322,8.50549,1e-15,6894.76,1.115456344e-08,1.62107e-15
8,0628,2,32802,8.43411,1e-15,6894.76,1.244845699e-08,1.80911e-15
8,0628,3,33134,7.9829,1e-15,6894.76,1.450945211e-07,2.10863e-14
8,0628,4,32994,8.17902,1e-15,6894.76,3.031288613e-07,4.4053e-14
8,0629,1,32278,8.02291,1e-15,6894.76,1.091093931e-08,1.58566e-15
8,0629,2,32906,8.26819,1e-15,6894.76,1.15913995e-08,1.68455e-15
8,0629,3,32906,0,0,0,0,0
8,0629,4,33204,8.25447,1e-15,6894.76,2.27877605e-07,3.31169e-14
8,0630,1,32124,8.24411,1e-15,6894.76,1.033718644e-08,1.50228e-15
8,0630,2,32810,8.20368,1e-15,6894.76,1.194001978e-08,1.73522e-15
8,0630,3,32810,0,0,0,0,0
8,0630,4,33116,8.05259,1e-15,6894.76,1.999676919e-07,2.90609e-14
8,0631,1,32120,8.05871,1e-15,6894.76,9.721695691e-09,1.41283e-15
8,0631,2,32648,8.99922,1e-15,6894.76,1.112516001e-08,1.61679e-15
8,0631,3,33144,8.26459,1e-15,6894.76,1.033968084e-07,1.50264e-14
8,0631,4,32966,7.95379,1e-15,6894.76,3.097830268e-07,4.50201e-14
8,0632,1,32106,8.05751,1e-15,6894.76,9.5194341e-09,1.38344e-15
8,0632,2,32786,9.3104,1e-15,6894.76,1.121524978e-08,1.62989e-15
8,0632,3,33310,8.07092,1e-15,6894.76,6.495415331e-08,9.43964e-15
8,0632,4,32876,8.71206,1e-15,6894.76,2.903347664e-07,4.21937e-14
8,0633,1,32054,8.34273,1e-15,6894.76,9.464021696e-09,1.37539e-15
8,0633,2,32770,7.90118,1e-15,6894.76,1.115094413e-08,1.62054e-15
8,0633,3,33448,8.68682,1e-15,6894.76,6.505705718e-08,9.4546e-15
8,0633,4,32890,8.05017,1e-15,6894.76,2.990475882e-07,4.34599e-14
8,0634,1,32004,7.91242,1e-15,6894.76,9.230622737e-09,1.34147e-15
