Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
76,1,407039,407039.00000,99.37476,2551.31372,719.90808,719.89490,88.79345,902.26825,1.00000,1.00000,135.00000,638.00000
77,51,208224,4082.82353,50.83594,190.97147,31.43265,23.63988,89.83651,40.89424,276.27451,291.82353,92.95655,28.11062
78,52,201016,3865.69231,49.07617,196.27009,44.00289,22.05419,100.90183,51.47595,282.76923,306.32692,89.55583,31.25558
79,54,197819,3663.31481,48.29565,184.83053,44.10665,23.53967,94.44120,54.05759,282.88889,300.12963,93.89866,32.60041
80,58,197717,3408.91379,48.27075,172.14073,41.94333,22.72319,86.52016,51.02879,284.12069,298.94828,95.19503,30.83954
81,57,195104,3422.87719,47.63281,172.59290,41.42429,20.39976,93.28331,48.52768,275.45614,293.64912,91.07978,28.27270
82,57,194668,3415.22807,47.52637,173.64802,41.86274,20.38955,89.29589,48.97066,262.70175,290.45614,87.36806,28.30474
83,57,191658,3362.42105,46.79150,174.81662,41.48491,20.82258,97.41482,48.66466,261.00000,301.96491,92.89644,28.82286
84,61,187057,3066.50820,45.66821,166.56209,42.41515,19.84405,89.35255,49.08663,279.77049,309.42623,86.90842,26.73627
85,60,187892,3131.53333,45.87207,170.94356,40.94470,20.62426,93.15865,47.63579,272.98333,306.06667,91.56742,28.28141
86,61,182302,2988.55738,44.50732,175.81988,43.42192,21.96885,98.54674,51.52300,279.29508,291.01639,91.58096,29.75369
87,62,177649,2865.30645,43.37134,172.84855,44.98133,22.00703,91.93593,53.25652,293.40323,283.38710,90.64206,29.00044
88,65,172833,2658.96923,42.19556,168.64510,44.78847,23.64891,88.06089,55.01916,287.86154,265.93846,91.72438,30.47513
89,66,168292,2549.87879,41.08691,165.54657,44.69306,23.61743,84.21108,54.12948,290.37879,264.07576,91.22612,30.12274
90,69,164269,2380.71014,40.10474,156.73093,42.95350,22.93017,88.72628,52.23135,278.72464,278.50725,99.50441,29.06328
91,72,159606,2216.75000,38.96631,151.58411,42.15617,22.27553,93.97700,50.98708,265.33333,291.54167,102.43670,28.16126
92,79,155617,1969.83544,37.99243,138.06819,38.85402,20.90216,92.11942,47.02510,283.27848,301.84810,97.98039,26.00765
93,78,154682,1983.10256,37.76416,140.01005,39.74046,21.39663,83.92031,48.27579,283.97436,297.76923,89.71592,26.56271
94,78,151865,1946.98718,37.07642,138.05427,39.26738,21.66734,83.56998,48.56412,283.89744,301.21795,89.18090,27.00925
95,82,148866,1815.43902,36.34424,128.99907,37.72956,20.85346,82.66560,45.58164,277.91463,312.36585,87.27299,25.68549
96,77,145968,1895.68831,35.63672,134.46699,40.12978,21.80046,86.86033,47.56677,261.62338,316.02597,91.04888,26.61708
97,76,145968,1920.63158,35.63672,135.17828,40.37924,22.11228,85.67937,47.75177,267.11842,324.53947,95.33599,26.87887
98,72,142889,1984.56944,34.88501,139.73272,41.06789,22.14254,81.99704,48.66745,279.86111,330.05556,87.97421,26.88139
99,69,138887,2012.85507,33.90796,149.53734,42.41476,23.02438,85.40128,50.21322,275.04348,327.98551,89.02581,27.95049
100,68,139085,2045.36765,33.95630,153.72347,43.62779,23.01923,81.01657,51.64325,282.04412,323.20588,82.15366,28.23192
101,74,136493,1844.50000,33.32349,144.56800,40.83894,21.70795,82.75869,48.07909,273.91892,323.29730,85.84590,26.46452
102,78,136752,1753.23077,33.38672,141.13342,40.65840,20.37624,84.14241,47.83746,270.11538,331.52564,85.42689,25.33588
103,74,137387,1856.58108,33.54175,150.24953,41.62678,21.82789,78.11591,49.55095,268.16216,333.44595,80.98015,27.13475
104,79,135052,1709.51899,32.97168,139.64734,39.51825,20.92778,79.15544,46.73451,263.10127,311.81013,83.02678,25.76145
105,77,129250,1678.57143,31.55518,148.20218,39.58668,21.59338,83.89940,46.98064,256.20779,309.94805,85.25465,26.85377
106,82,128997,1573.13415,31.49341,141.73468,38.88232,21.03401,80.22293,46.14412,257.96341,304.12195,87.26453,26.17188
107,78,126085,1616.47436,30.78247,147.34313,40.09438,22.20275,80.02123,48.06861,253.32051,303.33333,84.58612,27.51236
108,83,123635,1489.57831,30.18433,139.52828,38.15726,21.10175,83.24151,45.09146,257.38554,312.63855,85.08109,26.05936
109,88,123949,1408.51136,30.26099,132.00754,36.72853,20.52276,81.08408,43.58321,274.20455,327.38636,90.42376,25.52276
110,82,121240,1478.53659,29.59961,141.16504,38.02511,21.45132,79.56091,45.62238,266.09756,330.56098,86.48441,26.77822
111,82,118200,1441.46341,28.85742,138.79001,36.21985,21.50685,83.69108,43.83128,282.81707,333.69512,93.28672,26.43481
112,84,114958,1368.54762,28.06592,133.75049,34.33655,20.82475,77.34255,41.82072,291.29762,327.22619,87.50468,25.45636
113,86,111350,1294.76744,27.18506,130.92150,34.75776,20.87563,88.92528,41.55510,289.01163,327.48837,89.78964,25.30539
114,88,107749,1224.42045,26.30591,127.41710,33.91549,20.65810,89.68166,40.31809,294.48864,323.69318,97.85363,25.30657
115,86,101267,1177.52326,24.72339,126.10630,32.99845,20.13062,88.40282,39.47843,300.66279,328.77907,94.55102,24.64627
116,88,98752,1122.18182,24.10938,121.17159,33.40512,19.96948,89.91957,39.33274,308.57955,314.55682,99.56839,24.51964
117,88,96190,1093.06818,23.48389,123.11680,33.20367,20.03860,88.60550,39.17943,304.17045,323.01136,94.40037,24.49917
118,85,93950,1105.29412,22.93701,129.70417,34.70107,20.55557,85.53879,40.95087,284.71765,308.08235,91.27763,25.34381
119,85,92182,1084.49412,22.50537,127.57975,33.89287,20.80602,83.96398,40.28243,280.72941,314.29412,92.22495,25.71436
120,88,86380,981.59091,21.08887,122.63496,34.65471,19.64810,84.96889,40.44956,304.13636,317.53409,89.85892,23.77584
121,89,84516,949.61798,20.63379,119.79157,33.02428,19.62639,85.66570,38.77738,308.04494,323.02247,91.42830,23.48717
122,96,82852,863.04167,20.22754,111.48294,31.30410,18.73237,89.09309,36.23894,307.19792,322.22917,91.16769,22.16172
123,102,81667,800.65686,19.93823,107.54591,29.82960,18.19859,82.78896,34.32752,304.26471,319.08824,89.77005,21.52440
124,106,84076,793.16981,20.52637,105.14138,30.00515,18.40954,81.92055,33.95519,296.23585,313.16038,90.21880,21.52367
125,112,82150,733.48214,20.05615,100.44589,29.81163,18.10085,85.77872,33.43243,309.80357,312.87500,91.91435,20.91421
126,108,80949,749.52778,19.76294,103.71361,29.68486,17.84362,86.74060,33.75097,311.90741,312.51852,91.70244,20.82759
127,106,79685,751.74528,19.45435,103.11715,30.39878,17.77916,83.23319,34.66588,310.22642,302.59434,90.99460,20.94876
128,105,77531,738.39048,18.92847,101.69126,30.82713,17.94307,91.30244,34.92914,314.72381,309.23810,93.44122,21.02596
129,95,73100,769.47368,17.84668,108.95373,32.43838,18.75598,90.76640,36.98356,294.05263,297.05263,95.70577,22.23876
130,98,75088,766.20408,18.33203,107.99181,32.38664,18.76034,89.83807,36.78943,306.88776,300.32653,89.72779,22.26256
131,98,71294,727.48980,17.40576,105.07457,30.63136,18.08913,79.11411,34.88742,303.53061,289.78571,87.91866,21.50942
132,102,74360,729.01961,18.15430,105.96308,30.30868,18.48546,81.33334,34.85180,300.39216,296.83333,89.54257,21.69278
133,105,74173,706.40952,18.10864,103.41892,29.99295,18.24181,84.62627,34.18683,294.54286,301.98095,87.63629,21.27323
134,100,72618,726.18000,17.72900,108.96785,31.33515,18.72914,78.61816,35.45885,317.12000,296.38000,86.00259,21.92484
135,107,67851,634.12150,16.56519,98.19458,29.68485,17.71558,86.72941,33.04902,320.24299,304.61682,92.01436,20.39022
136,107,66708,623.43925,16.28613,97.70970,29.50438,17.07662,81.32038,33.00439,312.96262,309.65421,89.57243,19.83058
137,106,62624,590.79245,15.28906,95.36190,29.97272,16.96957,80.04675,32.79178,333.52830,287.14151,89.57257,19.55914
138,107,59338,554.56075,14.48682,92.42853,29.43258,16.76823,82.79792,32.11635,325.62617,285.14953,96.09012,19.11946
139,107,58457,546.32710,14.27173,91.98783,29.05833,16.49306,81.09996,31.96459,327.55140,307.65421,89.33652,18.94139
140,106,58796,554.67925,14.35449,91.47710,29.15987,16.54142,82.21182,32.13225,321.94340,322.86792,89.73168,19.08878
141,108,58125,538.19444,14.19067,88.85452,28.27945,16.00850,79.81447,31.21657,313.17593,324.81481,89.70583,18.33484
142,106,55254,521.26415,13.48975,87.99500,28.43984,15.69433,79.42437,31.00845,317.30189,317.29245,89.55090,17.71373
143,111,58068,523.13514,14.17676,86.84636,28.43994,15.73486,84.59484,30.85868,321.28829,322.45946,94.04195,17.81474
144,111,55113,496.51351,13.45532,83.54953,27.60784,15.72873,88.31951,29.87863,319.66667,318.05405,95.21428,17.69923
145,107,54347,507.91589,13.26831,87.39449,27.57093,16.10512,90.35162,30.29926,322.61682,311.88785,94.79952,18.50848
146,117,56564,483.45299,13.80957,81.94188,26.36321,15.54242,81.20680,28.85461,320.18803,318.05983,90.20317,17.83955
147,112,56411,503.66964,13.77222,86.65775,27.23332,15.43510,81.50515,30.07626,304.01786,322.15179,92.70859,17.85513
148,116,56408,486.27586,13.77148,85.31606,26.93949,15.12897,76.11352,29.78243,303.89655,331.56034,91.98163,17.43602
149,119,55968,470.31933,13.66406,82.71469,26.26085,14.57045,77.55254,28.68261,321.15126,321.85714,90.23772,16.81302
150,123,52822,429.44715,12.89600,77.22240,25.64991,14.04797,75.62036,27.75582,329.36585,302.42276,89.74932,16.09831
151,122,52404,429.54098,12.79395,76.84769,26.04538,14.24682,78.39008,27.92455,328.95082,299.29508,85.34560,16.21128
152,122,49718,407.52459,12.13818,72.79510,24.73584,14.23925,78.45940,26.56837,332.60656,302.75410,90.59518,15.92161
153,120,49571,413.09167,12.10229,72.93290,24.58683,14.44474,73.06127,26.56520,334.10833,312.05833,82.91989,16.18350
154,118,47669,403.97458,11.63794,71.56344,24.08689,14.23006,85.02196,26.25287,329.81356,307.31356,88.36627,15.93925
155,114,47991,420.97368,11.71655,74.92542,25.16473,14.56425,76.64382,27.15233,335.91228,316.87719,84.44849,16.26282
156,109,47673,437.36697,11.63892,78.32897,26.01902,14.88670,82.60390,28.15732,338.26606,302.42202,82.60566,16.76999
157,108,45616,422.37037,11.13672,76.22100,25.83811,14.80434,81.73214,27.82162,328.32407,299.90741,93.25182,16.59431
158,102,43017,421.73529,10.50220,76.37727,25.70932,15.00897,79.04691,27.82906,333.01961,287.94118,89.92585,16.69408
159,95,40599,427.35789,9.91187,76.81108,26.58731,14.89459,92.20172,28.38704,316.08421,289.88421,94.76635,16.55034
160,100,42861,428.61000,10.46411,76.77226,25.77135,14.55482,84.99114,27.82640,313.32000,305.23000,90.19876,16.39080
161,97,40737,419.96907,9.94556,74.15433,25.50396,14.33086,89.99482,27.32603,318.17526,293.51546,95.53842,16.11688
162,95,40428,425.55789,9.87012,73.31328,25.82554,14.34599,89.40772,27.24835,313.03158,307.97895,92.42678,15.93242
163,96,39998,416.64583,9.76514,72.51133,25.20476,14.44500,86.09525,26.84503,316.80208,300.42708,92.11184,16.04691
164,101,40118,397.20792,9.79443,70.25625,24.27975,13.98703,84.00269,25.79293,316.47525,298.48515,94.84290,15.41109
165,98,42095,429.54082,10.27710,76.35160,25.88021,14.84227,91.06569,27.84799,316.66327,300.74490,94.10919,16.58667
166,102,41967,411.44118,10.24585,73.03500,24.63742,14.26441,88.68412,26.58790,311.41176,298.89216,96.39609,16.02742
167,105,41617,396.35238,10.16040,70.08246,24.04217,13.84272,84.22625,25.92631,305.50476,295.88571,89.40665,15.43906
168,83,38943,469.19277,9.50757,80.81133,27.62480,14.77394,84.45718,29.65489,299.45783,310.53012,90.36772,16.81087
169,85,37062,436.02353,9.04834,74.16465,25.89115,14.15304,83.55600,27.49475,301.62353,316.14118,88.04060,15.76945
170,88,38744,440.27273,9.45898,74.93802,26.38273,14.36842,75.84292,28.05967,307.56818,308.46591,88.11116,15.99677
171,95,41275,434.47368,10.07690,73.59057,25.11881,14.24198,85.27215,26.59846,313.25263,310.15789,90.49686,15.97802
172,94,41261,438.94681,10.07349,73.14236,25.22381,14.72027,81.69541,26.62002,315.34043,312.57447,91.55957,16.08090
173,98,43686,445.77551,10.66553,73.39910,25.01145,14.96679,81.28829,26.49352,306.70408,322.46939,92.99770,16.33351
174,108,46356,429.22222,11.31738,71.61704,23.91078,14.35965,80.54609,25.78442,314.60185,314.96296,88.43714,15.82757
175,105,49357,470.06667,12.05005,76.03136,25.42404,14.87948,83.32723,27.23541,308.13333,308.40000,88.02316,16.55410
176,105,49736,473.67619,12.14258,76.97800,25.45792,14.93158,88.06469,27.37651,311.97143,305.68571,88.61958,16.44069
177,107,50129,468.49533,12.23853,76.87212,25.43131,14.86937,83.52288,27.11191,318.99065,289.21495,89.23000,16.41047
178,102,47532,466.00000,11.60449,78.19563,25.36474,14.86673,85.89763,27.30477,311.40196,299.70588,92.45407,16.55308
179,101,44562,441.20792,10.87939,74.52727,24.51645,14.43666,93.09135,26.48696,308.75248,297.51485,98.50446,16.10758
180,100,42417,424.17000,10.35571,71.39631,23.69301,13.79019,86.79888,25.57968,300.04000,306.81000,93.05231,15.36217
181,94,44746,476.02128,10.92432,79.80555,26.17167,14.77879,86.10630,28.20936,308.27660,304.11702,93.43265,16.61910
182,102,45313,444.24510,11.06274,74.54358,24.85420,14.57531,87.15615,26.66138,311.92157,293.66667,91.76446,16.24681
183,97,45392,467.95876,11.08203,78.20228,26.22496,15.24602,86.75183,28.26150,306.94845,289.34021,92.06834,16.97868
184,96,45579,474.78125,11.12769,78.73342,26.43731,15.36496,92.94304,28.40789,312.36458,295.29167,94.47209,17.05394
185,101,45374,449.24752,11.07764,75.54544,25.24072,15.14029,85.64668,27.14855,295.34653,306.95050,93.74162,16.67046
186,109,47633,437.00000,11.62915,73.27976,25.07790,15.43154,86.26366,26.84706,308.77982,320.26606,87.81293,16.76299
187,111,50511,455.05405,12.33179,76.03176,25.69397,15.86864,89.93554,27.40483,314.12613,321.55856,95.51922,17.26371
188,114,51226,449.35088,12.50635,75.59327,25.40253,15.42481,85.00275,27.28366,308.40351,310.98246,89.61933,17.02714
189,99,51262,517.79798,12.51514,86.79026,28.75126,16.68771,77.56627,30.98859,299.78788,317.74747,85.79695,18.66490
190,110,50834,462.12727,12.41064,79.61910,26.27538,15.57115,85.40774,28.43253,315.06364,309.18182,96.69425,17.29221
191,118,49758,421.67797,12.14795,74.07000,24.84112,14.55151,80.99224,26.80028,311.74576,311.23729,95.32225,16.19928
192,114,43172,378.70175,10.54004,68.18848,22.71585,14.00469,88.53717,24.47248,317.20175,323.08772,92.09220,15.42781
193,110,39675,360.68182,9.68628,65.99999,22.24718,13.62101,76.92445,24.00946,317.42727,306.31818,83.91545,14.94211
194,97,36709,378.44330,8.96216,69.75682,23.33838,14.17809,78.14681,25.12312,307.31959,311.90722,89.60822,15.56669
195,94,33940,361.06383,8.28613,66.99069,22.62016,13.65432,76.23940,24.25195,289.31915,309.10638,92.48928,14.98581
196,99,35163,355.18182,8.58472,67.56622,23.28570,13.58512,78.86016,24.87081,304.02020,316.27273,85.47827,14.90899
197,101,34693,343.49505,8.46997,65.82139,22.73027,13.31590,74.83313,24.23037,306.34653,303.56436,92.13949,14.59549
198,100,33910,339.10000,8.27881,65.05191,22.37134,13.32876,80.82685,23.97242,313.64000,315.69000,86.17854,14.51382
199,100,33287,332.87000,8.12671,64.94303,22.37639,12.74813,78.65422,23.94388,317.92000,314.82000,89.92026,14.03776
200,102,32798,321.54902,8.00732,62.70943,21.35883,12.28969,83.64880,22.94033,297.31373,313.79412,91.64970,13.62109
201,96,34913,363.67708,8.52368,69.15936,23.74603,13.34992,77.99381,25.39655,304.57292,298.05208,91.31022,14.88119
202,99,35235,355.90909,8.60229,68.33845,22.46153,13.58142,75.20038,24.47017,304.67677,304.45455,89.20584,15.31151
203,104,37714,362.63462,9.20752,70.78272,22.88722,13.81399,79.95653,25.10331,315.55769,295.55769,92.51633,15.51235
204,105,38155,363.38095,9.31519,70.90190,23.07894,13.86334,81.25153,25.20316,311.04762,296.27619,91.06697,15.68202
205,110,35202,320.01818,8.59424,63.65309,21.40449,12.98467,71.01753,23.04198,320.81818,297.16364,88.33551,14.25304
206,100,32782,327.82000,8.00342,63.74387,21.39919,12.95390,74.62901,22.98853,318.19000,289.77000,90.81383,14.17973
207,91,33229,365.15385,8.11255,69.51201,23.05348,13.29702,75.07111,25.02171,313.52747,294.90110,85.06223,14.73061
208,85,33354,392.40000,8.14307,73.43454,24.00486,13.97185,77.08391,26.23900,307.12941,286.28235,83.44577,15.68002
209,87,33962,390.36782,8.29150,71.43033,22.65977,13.56244,72.47630,24.93711,302.75862,284.47126,89.03965,15.18005
210,97,36410,375.36082,8.88916,68.94915,22.10764,13.44589,81.71414,24.39836,315.83505,286.18557,93.98657,14.91315
211,95,35184,370.35789,8.58984,67.99385,21.93349,13.35793,81.75888,24.00362,303.17895,289.13684,99.93736,14.77797
212,93,35866,385.65591,8.75635,70.82829,22.83784,13.47701,82.07424,25.05181,308.47312,300.97849,93.85331,15.01236
213,98,35855,365.86735,8.75366,67.55889,21.62505,13.62440,81.46770,23.77398,313.62245,297.73469,90.40016,15.05188
214,94,34669,368.81915,8.46411,67.64171,21.18466,13.93881,83.80081,23.55857,318.53191,299.03191,94.40019,15.39223
215,96,34786,362.35417,8.49268,66.14708,21.58857,13.70931,79.97796,23.81432,330.15625,291.34375,91.49645,15.16916
216,89,34445,387.02247,8.40942,70.91385,22.97567,14.36042,86.54550,25.23244,313.01124,302.12360,91.26595,15.94872
217,95,34689,365.14737,8.46899,68.26692,22.67388,13.75677,77.85196,24.81004,304.41053,322.35789,88.98100,15.25575
218,99,34815,351.66667,8.49976,66.78510,22.53523,13.47357,73.45209,24.54731,305.55556,320.55556,80.88439,14.88842
219,97,37471,386.29897,9.14819,73.00512,23.89647,14.34348,72.27805,26.01935,313.79381,319.65979,82.32072,15.94177
220,98,37978,387.53061,9.27197,72.18264,23.74905,14.28436,77.83017,25.79774,321.79592,309.30612,83.90509,16.00339
