Sample,Slice,Threshold,Elements,Time(s),K(m2),Delta P(psi),Qt,K_eq(m2)
5,0230,4,34336,8.32781,1e-15,6894.76,1.206050823e-08,1.75273e-15
5,0231,1,31578,7.59722,1e-15,6894.76,7.125233558e-09,1.03549e-15
5,0231,2,32576,7.20295,1e-15,6894.76,7.400867184e-09,1.07555e-15
5,0231,3,34724,9.33375,1e-15,6894.76,9.61047232e-09,1.39667e-15
5,0231,4,34314,8.59991,1e-15,6894.76,1.166940073e-08,1.69589e-15
5,0232,1,31646,7.12092,1e-15,6894.76,7.125278918e-09,1.0355e-15
5,0232,2,32400,7.75871,1e-15,6894.76,7.422943079e-09,1.07876e-15
5,0233,1,31770,7.25928,1e-15,6894.76,7.132105213e-09,1.03649e-15
5,0233,2,32658,7.81049,1e-15,6894.76,7.421370218e-09,1.07853e-15
5,0233,3,34566,9.11216,1e-15,6894.76,9.813934961e-09,1.42624e-15
5,0233,4,34518,8.84393,1e-15,6894.76,nan,nan
5,0234,1,31898,7.434,1e-15,6894.76,7.129368934e-09,1.0361e-15
5,0234,2,32778,8.2789,1e-15,6894.76,7.407630705e-09,1.07653e-15
5,0234,3,34488,8.54453,1e-15,6894.76,9.628779087e-09,1.39933e-15
5,0234,4,34436,7.96671,1e-15,6894.76,1.191822138e-08,1.73205e-15
5,0235,1,31886,7.47884,1e-15,6894.76,7.130520854e-09,1.03626e-15
5,0235,2,32906,8.02389,1e-15,6894.76,7.400498848e-09,1.0755e-15
5,0235,3,34556,8.38748,1e-15,6894.76,9.525232055e-09,1.38428e-15
5,0235,4,34508,8.60133,1e-15,6894.76,1.202351698e-08,1.74735e-15
5,0236,1,31792,7.34972,1e-15,6894.76,7.110644684e-09,1.03337e-15
5,0236,2,32692,7.43455,1e-15,6894.76,7.376639464e-09,1.07203e-15
5,0237,1,31874,7.42956,1e-15,6894.76,7.087946164e-09,1.03008e-15
5,0237,2,32794,7.68008,1e-15,6894.76,7.341914971e-09,1.06698e-15
5,0237,3,34730,8.70744,1e-15,6894.76,9.511237068e-09,1.38225e-15
5,0237,4,34554,9.31204,1e-15,6894.76,1.170412368e-08,1.70093e-15
5,0238,1,31876,7.31455,1e-15,6894.76,7.072388115e-09,1.02781e-15
5,0238,2,32832,7.77107,1e-15,6894.76,7.336673372e-09,1.06622e-15
5,0238,3,34754,8.3241,1e-15,6894.76,9.371703169e-09,1.36197e-15
5,0238,4,34466,8.68153,1e-15,6894.76,1.070994429e-08,1.55645e-15
5,0239,1,31756,7.57845,1e-15,6894.76,7.043808572e-09,1.02366e-15
5,0239,2,32694,7.78893,1e-15,6894.76,7.314626891e-09,1.06302e-15
5,0239,3,34766,8.80222,1e-15,6894.76,9.414152884e-09,1.36814e-15
5,0240,1,31632,8.0321,1e-15,6894.76,7.039433957e-09,1.02303e-15
5,0240,2,32750,8.37468,1e-15,6894.76,7.305658289e-09,1.06171e-15
