Sample,Slice,Threshold,Elements,Time(s),K(m2),Delta P(psi),Qt,K_eq(m2)
5,0164,1,31816,7.47825,1e-15,6894.76,7.234033634e-09,1.05131e-15
5,0164,2,32734,8.0217,1e-15,6894.76,7.518178629e-09,1.0926e-15
5,0164,3,34650,8.25661,1e-15,6894.76,1.096568223e-08,1.59362e-15
5,0164,4,34332,8.97584,1e-15,6894.76,1.774639516e-08,2.57904e-15
5,0165,1,34332,0,0,0,0,0
5,0165,2,33008,8.12212,1e-15,6894.76,7.522215457e-09,1.09319e-15
5,0165,3,34826,8.54135,1e-15,6894.76,1.077026768e-08,1.56522e-15
5,0165,4,34352,9.03597,1e-15,6894.76,1.660380333e-08,2.41299e-15
5,0166,1,31844,7.67875,1e-15,6894.76,7.175880561e-09,1.04285e-15
5,0166,2,32842,7.74957,1e-15,6894.76,7.537885109e-09,1.09546e-15
5,0166,3,32842,0,0,0,0,0
5,0166,4,34464,8.91863,1e-15,6894.76,1.845351463e-08,2.68181e-15
5,0167,1,31838,7.84334,1e-15,6894.76,7.146405661e-09,1.03857e-15
5,0167,2,32948,7.94907,1e-15,6894.76,7.495954684e-09,1.08937e-15
5,0167,3,32948,0,0,0,0,0
5,0167,4,34368,9.09234,1e-15,6894.76,1.759454149e-08,2.55698e-15
5,0168,1,31702,7.86881,1e-15,6894.76,7.162769187e-09,1.04095e-15
5,0168,2,33072,8.36842,1e-15,6894.76,7.518916706e-09,1.09271e-15
5,0168,3,34846,9.08041,1e-15,6894.76,1.099198927e-08,1.59744e-15
5,0168,4,34442,8.82296,1e-15,6894.76,1.784740625e-08,2.59372e-15
5,0169,1,31722,8.01175,1e-15,6894.76,7.169336587e-09,1.0419e-15
5,0169,2,32808,8.23009,1e-15,6894.76,7.552200081e-09,1.09754e-15
5,0169,3,34802,8.64873,1e-15,6894.76,1.080279309e-08,1.56995e-15
5,0169,4,34414,8.22084,1e-15,6894.76,1.565962769e-08,2.27578e-15
5,0170,1,31650,7.53553,1e-15,6894.76,7.187905548e-09,1.0446e-15
5,0170,2,32820,7.9767,1e-15,6894.76,7.567775123e-09,1.09981e-15
5,0170,3,34964,8.45009,1e-15,6894.76,1.051900651e-08,1.5287e-15
5,0170,4,34540,9.20241,1e-15,6894.76,1.594933607e-08,2.31788e-15
5,0171,1,31710,7.52823,1e-15,6894.76,7.200580488e-09,1.04644e-15
5,0171,2,32948,7.92961,1e-15,6894.76,7.569361642e-09,1.10004e-15
5,0171,3,34808,8.64441,1e-15,6894.76,1.090699425e-08,1.58509e-15
5,0171,4,34428,8.74353,1e-15,6894.76,1.643779287e-08,2.38887e-15
5,0172,1,31802,7.57765,1e-15,6894.76,7.183761522e-09,1.044e-15
5,0172,2,32818,8.32974,1e-15,6894.76,7.603392596e-09,1.10498e-15
5,0172,3,35116,8.71453,1e-15,6894.76,1.096957764e-08,1.59418e-15
5,0172,4,34494,8.57612,1e-15,6894.76,1.616409155e-08,2.34909e-15
5,0173,1,31718,7.67001,1e-15,6894.76,7.179552404e-09,1.04339e-15
5,0173,2,32922,8.57062,1e-15,6894.76,7.651967827e-09,1.11204e-15
5,0173,3,32922,0,0,0,0,0
5,0173,4,34480,8.95021,1e-15,6894.76,1.590271205e-08,2.31111e-15
5,0174,1,31838,8.08328,1e-15,6894.76,7.210298807e-09,1.04786e-15
5,0174,2,32922,8.01345,1e-15,6894.76,7.633701111e-09,1.10939e-15
5,0174,3,34842,8.77719,1e-15,6894.76,1.094662158e-08,1.59085e-15
5,0174,4,34842,0,0,0,0,0
5,0175,1,31712,7.98058,1e-15,6894.76,7.211867137e-09,1.04808e-15
5,0175,2,32846,8.13702,1e-15,6894.76,7.661447119e-09,1.11342e-15
5,0175,3,34626,8.45299,1e-15,6894.76,1.08706943e-08,1.57981e-15
5,0175,4,34438,8.09547,1e-15,6894.76,1.786327188e-08,2.59603e-15
5,0176,1,31888,7.61132,1e-15,6894.76,7.160326399e-09,1.04059e-15
5,0176,2,32940,8.18896,1e-15,6894.76,7.654002992e-09,1.11234e-15
5,0176,3,34676,8.72908,1e-15,6894.76,1.065735943e-08,1.54881e-15
5,0176,4,34468,9.48982,1e-15,6894.76,1.768360226e-08,2.56992e-15
5,0177,1,31744,7.7855,1e-15,6894.76,7.178100526e-09,1.04318e-15
5,0177,2,31744,0,0,0,0,0
5,0177,3,34692,8.54673,1e-15,6894.76,1.106846611e-08,1.60856e-15
5,0177,4,34328,8.30858,1e-15,6894.76,1.517602337e-08,2.2055e-15
5,0178,1,31802,8.25162,1e-15,6894.76,7.156949507e-09,1.0401e-15
5,0178,2,31802,0,0,0,0,0
5,0178,3,34592,9.33937,1e-15,6894.76,1.064260261e-08,1.54667e-15
5,0178,4,34256,8.5621,1e-15,6894.76,1.47527289e-08,2.14398e-15
5,0179,1,31960,8.13951,1e-15,6894.76,7.146873328e-09,1.03864e-15
5,0179,2,32928,7.9131,1e-15,6894.76,7.526337544e-09,1.09379e-15
5,0179,3,34794,8.71689,1e-15,6894.76,1.048237763e-08,1.52338e-15
5,0179,4,34266,8.92139,1e-15,6894.76,1.433392846e-08,2.08312e-15
5,0180,1,31872,7.84555,1e-15,6894.76,7.134789394e-09,1.03688e-15
5,0180,2,32864,7.89952,1e-15,6894.76,7.453058672e-09,1.08314e-15
5,0180,3,32864,0,0,0,0,0
5,0180,4,34412,8.6165,1e-15,6894.76,1.452774891e-08,2.11129e-15
5,0181,1,31838,7.86493,1e-15,6894.76,7.119370668e-09,1.03464e-15
5,0181,2,32822,7.84681,1e-15,6894.76,7.458338318e-09,1.0839e-15
5,0181,3,34616,8.67207,1e-15,6894.76,1.068498448e-08,1.55282e-15
5,0181,4,34616,0,0,0,0,0
5,0182,1,31844,7.76175,1e-15,6894.76,7.121711413e-09,1.03498e-15
5,0182,2,31844,0,0,0,0,0
5,0182,3,34680,9.37442,1e-15,6894.76,1.055733171e-08,1.53427e-15
5,0182,4,34680,0,0,0,0,0
5,0183,1,31752,7.52167,1e-15,6894.76,7.127434468e-09,1.03581e-15
5,0183,2,32876,7.96008,1e-15,6894.76,7.473642024e-09,1.08613e-15
5,0183,3,34770,8.95077,1e-15,6894.76,1.023201934e-08,1.487e-15
5,0183,4,34396,8.40943,1e-15,6894.76,1.353049294e-08,1.96636e-15
5,0184,1,31724,7.49395,1e-15,6894.76,7.123310065e-09,1.03521e-15
5,0184,2,32936,8.59574,1e-15,6894.76,7.478473293e-09,1.08683e-15
5,0184,3,34622,9.41403,1e-15,6894.76,1.034956033e-08,1.50408e-15
5,0184,4,34622,0,0,0,0,0
5,0185,1,31676,7.85701,1e-15,6894.76,7.118069663e-09,1.03445e-15
5,0185,2,32724,7.82969,1e-15,6894.76,7.473911244e-09,1.08617e-15
5,0185,3,34628,8.50643,1e-15,6894.76,1.04218105e-08,1.51458e-15
5,0185,4,34328,8.95157,1e-15,6894.76,1.35024277e-08,1.96228e-15
5,0186,1,31766,7.69453,1e-15,6894.76,7.120628808e-09,1.03483e-15
5,0186,2,32926,8.16221,1e-15,6894.76,7.466114139e-09,1.08503e-15
5,0186,3,34606,8.84089,1e-15,6894.76,1.025245317e-08,1.48997e-15
5,0186,4,34320,8.67881,1e-15,6894.76,1.519805241e-08,2.2087e-15
5,0187,1,31734,7.41345,1e-15,6894.76,7.108135331e-09,1.03301e-15
5,0187,2,32692,8.09284,1e-15,6894.76,7.457060777e-09,1.08372e-15
5,0187,3,34666,9.17551,1e-15,6894.76,1.034983926e-08,1.50412e-15
5,0187,4,34470,9.08981,1e-15,6894.76,1.623560946e-08,2.35948e-15
5,0188,1,31712,7.83918,1e-15,6894.76,7.124631841e-09,1.03541e-15
5,0188,2,32934,8.28703,1e-15,6894.76,7.473386401e-09,1.08609e-15
5,0188,3,34660,9.40392,1e-15,6894.76,1.033284577e-08,1.50165e-15
5,0188,4,34408,9.40132,1e-15,6894.76,1.473451095e-08,2.14133e-15
5,0189,1,31780,7.53076,1e-15,6894.76,7.143864843e-09,1.0382e-15
5,0189,2,32828,8.03343,1e-15,6894.76,7.46505489e-09,1.08488e-15
5,0189,3,34562,8.47744,1e-15,6894.76,1.030227941e-08,1.49721e-15
5,0189,4,34466,8.71353,1e-15,6894.76,1.48832927e-08,2.16296e-15
5,0190,1,31772,7.54401,1e-15,6894.76,7.137601542e-09,1.03729e-15
5,0190,2,32700,7.9787,1e-15,6894.76,7.449907693e-09,1.08268e-15
5,0190,3,34896,9.40745,1e-15,6894.76,1.033662223e-08,1.5022e-15
5,0190,4,34292,8.71351,1e-15,6894.76,1.387748368e-08,2.01678e-15
5,0191,1,31628,7.94455,1e-15,6894.76,7.120987372e-09,1.03488e-15
5,0191,2,32766,8.10414,1e-15,6894.76,7.48818792e-09,1.08824e-15
5,0191,3,32766,0,0,0,0,0
5,0191,4,34476,9.48189,1e-15,6894.76,1.341595319e-08,1.94971e-15
5,0192,1,31642,7.29973,1e-15,6894.76,7.127012962e-09,1.03575e-15
5,0192,2,32726,7.68427,1e-15,6894.76,7.493939587e-09,1.08908e-15
5,0192,3,34618,8.57704,1e-15,6894.76,1.032386797e-08,1.50034e-15
5,0192,4,34618,0,0,0,0,0
5,0193,1,31518,7.67503,1e-15,6894.76,7.134180098e-09,1.03679e-15
5,0193,2,32510,7.72256,1e-15,6894.76,7.476773535e-09,1.08658e-15
5,0193,3,34484,9.46152,1e-15,6894.76,nan,nan
5,0193,4,34324,9.1307,1e-15,6894.76,nan,nan
5,0194,1,31682,7.64077,1e-15,6894.76,7.141600441e-09,1.03787e-15
5,0194,2,32730,7.86665,1e-15,6894.76,7.476451892e-09,1.08654e-15
5,0194,3,32730,0,0,0,0,0
5,0194,4,34272,8.49892,1e-15,6894.76,1.31192095e-08,1.90659e-15
5,0195,1,31612,7.73845,1e-15,6894.76,7.124028494e-09,1.03532e-15
5,0195,2,32596,8.18761,1e-15,6894.76,7.430362215e-09,1.07984e-15
5,0195,3,34770,9.26102,1e-15,6894.76,1.022447161e-08,1.4859e-15
5,0195,4,34204,8.25411,1e-15,6894.76,1.295279357e-08,1.8824e-15
5,0196,1,31528,7.57348,1e-15,6894.76,7.141688131e-09,1.03789e-15
5,0196,2,32596,7.75214,1e-15,6894.76,7.431487802e-09,1.08e-15
5,0196,3,34648,8.63823,1e-15,6894.76,1.028620356e-08,1.49487e-15
5,0196,4,34390,8.84108,1e-15,6894.76,1.360597495e-08,1.97733e-15
5,0197,1,31512,7.4219,1e-15,6894.76,7.130964663e-09,1.03633e-15
5,0197,2,32582,7.5751,1e-15,6894.76,7.421871957e-09,1.0786e-15
5,0197,3,34736,9.15111,1e-15,6894.76,1.048914214e-08,1.52436e-15
5,0197,4,34262,10.505,1e-15,6894.76,1.372397109e-08,1.99447e-15
5,0198,1,31528,7.56282,1e-15,6894.76,7.121379696e-09,1.03493e-15
5,0198,2,32700,8.45288,1e-15,6894.76,7.395867281e-09,1.07482e-15
5,0198,3,34954,8.67137,1e-15,6894.76,1.053501709e-08,1.53103e-15
5,0198,4,34258,8.35598,1e-15,6894.76,1.417193593e-08,2.05958e-15
5,0199,1,31448,7.62232,1e-15,6894.76,7.117464209e-09,1.03437e-15
5,0199,2,32666,7.77785,1e-15,6894.76,7.388796796e-09,1.0738e-15
5,0199,3,34790,9.59206,1e-15,6894.76,1.013624917e-08,1.47308e-15
5,0199,4,34200,9.29251,1e-15,6894.76,1.332957407e-08,1.93716e-15
5,0200,1,31370,7.80972,1e-15,6894.76,7.129998167e-09,1.03619e-15
5,0200,2,32688,8.78729,1e-15,6894.76,7.429566401e-09,1.07972e-15
5,0200,3,34926,9.06137,1e-15,6894.76,1.028184641e-08,1.49424e-15
5,0200,4,34456,8.35035,1e-15,6894.76,1.356510136e-08,1.97139e-15
5,0201,1,31488,8.13545,1e-15,6894.76,7.129121289e-09,1.03606e-15
5,0201,2,32520,8.30415,1e-15,6894.76,7.421650212e-09,1.07857e-15
5,0201,3,34808,9.23971,1e-15,6894.76,1.042090042e-08,1.51445e-15
5,0201,4,34406,8.05018,1e-15,6894.76,1.270814259e-08,1.84685e-15
5,0202,1,31484,8.29223,1e-15,6894.76,7.118613822e-09,1.03453e-15
5,0202,2,32622,7.95233,1e-15,6894.76,7.433309702e-09,1.08027e-15
5,0202,3,34634,8.66381,1e-15,6894.76,9.998324234e-09,1.45303e-15
5,0202,4,34330,9.16647,1e-15,6894.76,1.263546677e-08,1.83628e-15
5,0203,1,31438,7.47954,1e-15,6894.76,7.124479775e-09,1.03538e-15
5,0203,2,32590,8.30622,1e-15,6894.76,7.436690927e-09,1.08076e-15
5,0203,3,34534,8.71707,1e-15,6894.76,1.041303359e-08,1.5133e-15
5,0203,4,34284,8.52197,1e-15,6894.76,1.277543268e-08,1.85662e-15
5,0204,1,31382,7.43869,1e-15,6894.76,7.0915194e-09,1.03059e-15
5,0204,2,32596,8.23382,1e-15,6894.76,7.423630953e-09,1.07886e-15
5,0204,3,34864,9.06935,1e-15,6894.76,1.052347032e-08,1.52935e-15
5,0204,4,34382,8.41936,1e-15,6894.76,1.40684339e-08,2.04453e-15
5,0205,1,31380,7.75553,1e-15,6894.76,7.077191875e-09,1.02851e-15
5,0205,2,32616,8.09532,1e-15,6894.76,7.408330236e-09,1.07664e-15
5,0205,3,34648,8.91799,1e-15,6894.76,1.038705524e-08,1.50953e-15
5,0205,4,34180,8.31753,1e-15,6894.76,1.323714025e-08,1.92372e-15
5,0206,1,31578,7.9141,1e-15,6894.76,7.077099847e-09,1.0285e-15
5,0206,2,32836,8.25926,1e-15,6894.76,7.405538797e-09,1.07623e-15
5,0206,3,34658,8.70696,1e-15,6894.76,1.061544859e-08,1.54272e-15
5,0206,4,34288,8.83864,1e-15,6894.76,1.346126043e-08,1.95629e-15
5,0207,1,31612,7.53057,1e-15,6894.76,7.09623246e-09,1.03128e-15
5,0207,2,32714,8.54295,1e-15,6894.76,7.432175443e-09,1.0801e-15
5,0207,3,34560,8.9568,1e-15,6894.76,1.059303864e-08,1.53946e-15
5,0207,4,34238,8.59173,1e-15,6894.76,1.271550711e-08,1.84792e-15
5,0208,1,31608,7.61022,1e-15,6894.76,7.119923503e-09,1.03472e-15
5,0208,2,32570,8.3322,1e-15,6894.76,7.451136952e-09,1.08286e-15
5,0208,3,34732,9.33457,1e-15,6894.76,nan,nan
5,0208,4,34276,9.28862,1e-15,6894.76,1.259654899e-08,1.83063e-15
5,0209,1,31710,7.90817,1e-15,6894.76,7.137532406e-09,1.03728e-15
5,0209,2,32594,8.1419,1e-15,6894.76,7.434214558e-09,1.0804e-15
5,0209,3,34560,9.26412,1e-15,6894.76,nan,nan
5,0209,4,34560,0,0,0,0,0
5,0210,1,31632,8.76384,1e-15,6894.76,7.111465918e-09,1.03349e-15
5,0210,2,32708,8.00591,1e-15,6894.76,7.476841413e-09,1.08659e-15
5,0210,3,34798,9.27672,1e-15,6894.76,1.066205274e-08,1.54949e-15
5,0210,4,34166,8.71075,1e-15,6894.76,1.365684514e-08,1.98472e-15
5,0211,1,31696,7.15945,1e-15,6894.76,7.115916783e-09,1.03414e-15
5,0211,2,32780,8.7082,1e-15,6894.76,7.460423167e-09,1.08421e-15
5,0211,3,34656,8.65954,1e-15,6894.76,1.07080914e-08,1.55618e-15
5,0211,4,34354,8.86376,1e-15,6894.76,1.453080823e-08,2.11173e-15
5,0212,1,31856,7.46249,1e-15,6894.76,7.141008922e-09,1.03779e-15
5,0212,2,32720,8.49032,1e-15,6894.76,7.506311585e-09,1.09088e-15
5,0212,3,34632,8.5109,1e-15,6894.76,1.075370438e-08,1.56281e-15
5,0212,4,34108,8.98514,1e-15,6894.76,1.456841945e-08,2.1172e-15
5,0213,1,31724,7.81,1e-15,6894.76,7.160549465e-09,1.04063e-15
5,0213,2,32660,8.21932,1e-15,6894.76,7.557585846e-09,1.09833e-15
5,0213,3,34548,9.22672,1e-15,6894.76,1.100821495e-08,1.5998e-15
5,0213,4,34156,8.58524,1e-15,6894.76,1.451603324e-08,2.10958e-15
5,0214,1,31744,8.19756,1e-15,6894.76,7.171924438e-09,1.04228e-15
5,0214,2,32756,7.83142,1e-15,6894.76,7.550010188e-09,1.09723e-15
5,0214,3,32756,0,0,0,0,0
5,0214,4,34040,8.82805,1e-15,6894.76,1.62892734e-08,2.36728e-15
5,0215,1,31712,7.74508,1e-15,6894.76,7.174286162e-09,1.04262e-15
5,0215,2,31712,0,0,0,0,0
5,0215,3,34976,8.70923,1e-15,6894.76,1.09550363e-08,1.59207e-15
5,0215,4,34252,8.20773,1e-15,6894.76,1.453160885e-08,2.11185e-15
5,0216,1,31766,7.71903,1e-15,6894.76,7.173222211e-09,1.04247e-15
5,0216,2,32628,8.41983,1e-15,6894.76,7.513829426e-09,1.09197e-15
5,0216,3,34626,8.59565,1e-15,6894.76,1.073839889e-08,1.56059e-15
5,0216,4,34046,7.96808,1e-15,6894.76,1.358595266e-08,1.97442e-15
5,0217,1,31714,7.73314,1e-15,6894.76,7.17198368e-09,1.04229e-15
5,0217,2,32542,7.60754,1e-15,6894.76,7.496422348e-09,1.08944e-15
5,0217,3,34524,8.66886,1e-15,6894.76,1.06126242e-08,1.54231e-15
5,0217,4,34146,9.21327,1e-15,6894.76,1.340570292e-08,1.94822e-15
5,0218,1,31676,7.82532,1e-15,6894.76,7.180030485e-09,1.04346e-15
5,0218,2,32754,8.04635,1e-15,6894.76,7.465459362e-09,1.08494e-15
5,0218,3,34786,8.4866,1e-15,6894.76,1.056162517e-08,1.5349e-15
5,0218,4,34274,8.60998,1e-15,6894.76,1.338536361e-08,1.94526e-15
5,0219,1,31874,8.49143,1e-15,6894.76,7.188321042e-09,1.04466e-15
5,0219,2,32522,8.04837,1e-15,6894.76,7.485715894e-09,1.08788e-15
5,0219,3,32522,0,0,0,0,0
5,0219,4,32522,0,0,0,0,0
5,0220,1,31624,7.19648,1e-15,6894.76,7.184461921e-09,1.0441e-15
5,0220,2,32810,8.20211,1e-15,6894.76,7.489248963e-09,1.0884e-15
5,0220,3,32810,0,0,0,0,0
5,0220,4,34340,8.52883,1e-15,6894.76,1.534752485e-08,2.23042e-15
5,0221,1,31778,8.01984,1e-15,6894.76,7.181105942e-09,1.04361e-15
5,0221,2,32968,8.24837,1e-15,6894.76,7.464795905e-09,1.08484e-15
5,0221,3,34858,8.81349,1e-15,6894.76,1.039181851e-08,1.51022e-15
5,0221,4,34252,8.66308,1e-15,6894.76,1.389989129e-08,2.02004e-15
5,0222,1,32002,7.6854,1e-15,6894.76,7.166522698e-09,1.04149e-15
5,0222,2,32728,8.62365,1e-15,6894.76,7.478251335e-09,1.0868e-15
5,0222,3,34598,8.86346,1e-15,6894.76,1.035123321e-08,1.50432e-15
5,0222,4,34148,8.99288,1e-15,6894.76,1.366462758e-08,1.98585e-15
5,0223,1,31878,7.20464,1e-15,6894.76,7.149749263e-09,1.03906e-15
5,0223,2,32804,8.28628,1e-15,6894.76,7.471437106e-09,1.08581e-15
5,0223,3,32804,0,0,0,0,0
5,0223,4,34290,8.8756,1e-15,6894.76,1.347466108e-08,1.95824e-15
5,0224,1,31632,7.8053,1e-15,6894.76,7.15638914e-09,1.04002e-15
5,0224,2,32652,8.18906,1e-15,6894.76,7.447138571e-09,1.08228e-15
5,0224,3,34600,8.56727,1e-15,6894.76,1.026838066e-08,1.49228e-15
5,0224,4,34318,8.65488,1e-15,6894.76,1.355470467e-08,1.96987e-15
5,0225,1,31748,8.00039,1e-15,6894.76,7.163866151e-09,1.04111e-15
5,0225,2,32658,8.0823,1e-15,6894.76,7.450209999e-09,1.08272e-15
5,0225,3,32658,0,0,0,0,0
5,0225,4,34356,8.47133,1e-15,6894.76,1.215789331e-08,1.76688e-15
5,0226,1,31864,7.6133,1e-15,6894.76,7.155886067e-09,1.03995e-15
5,0226,2,32696,8.09345,1e-15,6894.76,7.468733179e-09,1.08541e-15
5,0226,3,34780,8.91747,1e-15,6894.76,9.746515416e-09,1.41644e-15
5,0226,4,34448,8.2632,1e-15,6894.76,1.423088631e-08,2.06814e-15
5,0227,1,31614,7.85488,1e-15,6894.76,7.154385482e-09,1.03973e-15
5,0227,2,32736,7.7991,1e-15,6894.76,7.483710998e-09,1.08759e-15
5,0227,3,34688,8.38183,1e-15,6894.76,9.857732035e-09,1.4326e-15
5,0227,4,34244,8.69069,1e-15,6894.76,1.236235582e-08,1.79659e-15
5,0228,1,31852,8.22025,1e-15,6894.76,7.168511949e-09,1.04178e-15
5,0228,2,32808,8.67465,1e-15,6894.76,7.48854108e-09,1.08829e-15
5,0228,3,32808,0,0,0,0,0
5,0228,4,34470,8.76121,1e-15,6894.76,1.356883073e-08,1.97193e-15
5,0229,1,31812,8.03192,1e-15,6894.76,7.173619991e-09,1.04253e-15
5,0229,2,32660,7.73712,1e-15,6894.76,7.49715202e-09,1.08954e-15
5,0229,3,32660,0,0,0,0,0
5,0229,4,34234,8.70764,1e-15,6894.76,1.18673626e-08,1.72466e-15
5,0230,1,31634,7.53089,1e-15,6894.76,7.165743073e-09,1.04138e-15
5,0230,2,32520,7.77595,1e-15,6894.76,7.497344849e-09,1.08957e-15
5,0230,3,34566,9.46822,1e-15,6894.76,nan,nan
5,0230,4,34336,8.53193,1e-15,6894.76,1.236331945e-08,1.79673e-15
5,0231,1,31578,7.78394,1e-15,6894.76,7.166316308e-09,1.04146e-15
5,0231,2,32576,7.39965,1e-15,6894.76,7.483708479e-09,1.08759e-15
5,0231,3,34724,9.53905,1e-15,6894.76,1.002525616e-08,1.45695e-15
5,0231,4,34314,8.79631,1e-15,6894.76,1.265358551e-08,1.83892e-15
5,0232,1,31646,7.29249,1e-15,6894.76,7.153395322e-09,1.03959e-15
5,0232,2,32400,7.94813,1e-15,6894.76,7.509524522e-09,1.09134e-15
5,0232,3,32400,0,0,0,0,0
5,0232,4,32400,0,0,0,0,0
5,0233,1,31770,7.43888,1e-15,6894.76,7.169469632e-09,1.04192e-15
5,0233,2,32658,7.98991,1e-15,6894.76,7.48878981e-09,1.08833e-15
5,0233,3,34566,9.31166,1e-15,6894.76,1.016661746e-08,1.47749e-15
5,0233,4,34518,9.05051,1e-15,6894.76,nan,nan
5,0234,1,31898,7.6037,1e-15,6894.76,7.167571704e-09,1.04165e-15
5,0234,2,32778,8.46186,1e-15,6894.76,7.48528541e-09,1.08782e-15
5,0234,3,34488,8.73066,1e-15,6894.76,9.924713619e-09,1.44234e-15
5,0234,4,34436,8.15355,1e-15,6894.76,1.323020868e-08,1.92272e-15
5,0235,1,31886,7.64703,1e-15,6894.76,7.16360454e-09,1.04107e-15
5,0235,2,32906,8.20692,1e-15,6894.76,7.482348951e-09,1.08739e-15
5,0235,3,34556,8.58029,1e-15,6894.76,9.781424738e-09,1.42151e-15
5,0235,4,34508,8.78374,1e-15,6894.76,1.390339389e-08,2.02055e-15
5,0236,1,31792,7.51807,1e-15,6894.76,7.146038746e-09,1.03852e-15
5,0236,2,32692,7.59696,1e-15,6894.76,7.45773803e-09,1.08382e-15
5,0236,3,32692,0,0,0,0,0
5,0236,4,32692,0,0,0,0,0
5,0237,1,31874,7.61676,1e-15,6894.76,7.117157111e-09,1.03432e-15
