Sample,Slice,Threshold,Elements,Time(s),K(m2),Delta P(psi),Qt,K_eq(m2)
8,0168,3,33458,8.41789,1e-15,6894.76,5.52011579e-08,8.02226e-15
8,0168,4,32972,7.74851,1e-15,6894.76,2.191937561e-07,3.18549e-14
8,0169,1,31864,7.49714,1e-15,6894.76,8.426872737e-09,1.22466e-15
8,0169,2,32854,7.80448,1e-15,6894.76,1.005031832e-08,1.46059e-15
8,0169,3,33194,8.7179,1e-15,6894.76,nan,nan
8,0169,4,33008,7.85836,1e-15,6894.76,2.090553442e-07,3.03815e-14
8,0170,1,31820,7.88788,1e-15,6894.76,8.44839308e-09,1.22779e-15
8,0170,2,32712,8.04945,1e-15,6894.76,1.014005905e-08,1.47363e-15
8,0170,3,33304,8.62271,1e-15,6894.76,5.483484468e-08,7.96902e-15
8,0170,4,33160,7.83395,1e-15,6894.76,2.122518832e-07,3.08461e-14
8,0171,1,31848,7.72035,1e-15,6894.76,8.621825198e-09,1.25299e-15
8,0171,2,32770,7.9294,1e-15,6894.76,1.019540242e-08,1.48167e-15
8,0171,3,33134,7.85271,1e-15,6894.76,6.024396135e-08,8.75512e-15
8,0171,4,33290,8.2135,1e-15,6894.76,2.220790679e-07,3.22743e-14
8,0172,1,31748,8.09769,1e-15,6894.76,8.665259908e-09,1.2593e-15
8,0172,2,32900,7.82622,1e-15,6894.76,1.017844543e-08,1.47921e-15
8,0172,3,33216,8.17204,1e-15,6894.76,1.637347513e-07,2.37952e-14
8,0172,4,33144,7.92212,1e-15,6894.76,2.368665685e-07,3.44233e-14
8,0173,1,31910,7.64119,1e-15,6894.76,8.763752763e-09,1.27362e-15
8,0173,2,32740,8.08393,1e-15,6894.76,1.030341845e-08,1.49737e-15
8,0173,3,33298,7.72783,1e-15,6894.76,1.281379436e-07,1.8622e-14
8,0173,4,32980,8.06368,1e-15,6894.76,2.266919569e-07,3.29446e-14
8,0174,1,32044,7.37327,1e-15,6894.76,9.000639443e-09,1.30804e-15
8,0174,2,32752,7.81464,1e-15,6894.76,1.041182184e-08,1.51313e-15
8,0174,3,33154,8.02331,1e-15,6894.76,1.344282431e-07,1.95362e-14
8,0174,4,32846,8.28944,1e-15,6894.76,2.244129903e-07,3.26134e-14
8,0175,1,32024,7.62514,1e-15,6894.76,9.109635106e-09,1.32388e-15
8,0175,2,32658,8.15277,1e-15,6894.76,1.033380756e-08,1.50179e-15
8,0175,3,33140,7.99612,1e-15,6894.76,1.345970412e-07,1.95607e-14
8,0175,4,33118,8.12615,1e-15,6894.76,2.201311701e-07,3.19912e-14
8,0176,1,32078,8.28103,1e-15,6894.76,9.163865504e-09,1.33176e-15
8,0176,2,32704,7.95069,1e-15,6894.76,1.004812764e-08,1.46027e-15
8,0176,3,33330,8.04378,1e-15,6894.76,1.327481547e-07,1.9292e-14
8,0176,4,33088,8.00338,1e-15,6894.76,1.937197351e-07,2.81529e-14
8,0177,1,32020,7.35263,1e-15,6894.76,9.080683571e-09,1.31968e-15
8,0177,2,32658,8.12107,1e-15,6894.76,1.00505173e-08,1.46062e-15
8,0177,3,33420,8.38079,1e-15,6894.76,1.508932928e-07,2.1929e-14
8,0177,4,32986,8.85438,1e-15,6894.76,2.151328054e-07,3.12648e-14
8,0178,1,32100,8.02754,1e-15,6894.76,8.931219507e-09,1.29795e-15
8,0178,2,32740,7.50193,1e-15,6894.76,9.969786034e-09,1.44889e-15
8,0178,3,33192,8.34782,1e-15,6894.76,1.353421269e-07,1.9669e-14
8,0178,4,33252,7.7224,1e-15,6894.76,1.99792465e-07,2.90354e-14
8,0179,1,32044,7.93594,1e-15,6894.76,8.820304753e-09,1.28184e-15
8,0179,2,32838,7.59832,1e-15,6894.76,1.014039268e-08,1.47368e-15
8,0179,3,33360,8.46857,1e-15,6894.76,1.440017674e-07,2.09275e-14
8,0179,4,33190,7.91925,1e-15,6894.76,2.124193264e-07,3.08704e-14
8,0180,1,32028,7.74667,1e-15,6894.76,8.725727576e-09,1.26809e-15
8,0180,2,32794,7.7825,1e-15,6894.76,1.010735811e-08,1.46888e-15
8,0180,3,33386,8.3961,1e-15,6894.76,1.414960062e-07,2.05633e-14
8,0180,4,33060,7.83154,1e-15,6894.76,2.960320909e-07,4.30217e-14
8,0181,1,31970,8.10294,1e-15,6894.76,8.855040741e-09,1.28688e-15
8,0181,2,32652,7.62712,1e-15,6894.76,1.013727621e-08,1.47323e-15
8,0181,3,33488,8.21571,1e-15,6894.76,1.4490676e-07,2.1059e-14
8,0181,4,33032,8.04539,1e-15,6894.76,3.227631147e-07,4.69064e-14
8,0182,1,31962,8.20077,1e-15,6894.76,nan,nan
8,0182,2,32528,7.77001,1e-15,6894.76,9.847475722e-09,1.43111e-15
8,0182,3,32528,0,0,0,0,0
8,0182,4,32738,7.77275,1e-15,6894.76,3.324508777e-07,4.83143e-14
8,0183,1,31962,8.09177,1e-15,6894.76,8.806578421e-09,1.27984e-15
8,0183,2,32820,8.01187,1e-15,6894.76,1.004391302e-08,1.45966e-15
8,0183,3,33354,7.81594,1e-15,6894.76,7.406063784e-08,1.07631e-14
8,0183,4,33258,8.20422,1e-15,6894.76,3.038636161e-07,4.41598e-14
8,0184,1,31892,8.4554,1e-15,6894.76,8.801321395e-09,1.27908e-15
8,0184,2,32592,7.90686,1e-15,6894.76,9.963504958e-09,1.44797e-15
8,0184,3,33392,8.21772,1e-15,6894.76,7.611493801e-08,1.10616e-14
8,0184,4,33124,7.88257,1e-15,6894.76,3.163622673e-07,4.59762e-14
8,0185,1,31908,8.07178,1e-15,6894.76,8.725935798e-09,1.26812e-15
8,0185,2,32740,8.48575,1e-15,6894.76,1.002240152e-08,1.45653e-15
8,0185,3,33346,7.84845,1e-15,6894.76,7.710097187e-08,1.12049e-14
8,0185,4,33172,8.13831,1e-15,6894.76,3.13036822e-07,4.54929e-14
8,0186,1,32028,8.06221,1e-15,6894.76,8.786814429e-09,1.27697e-15
8,0186,2,32770,7.81214,1e-15,6894.76,9.701116138e-09,1.40984e-15
8,0186,3,33174,8.27107,1e-15,6894.76,7.833102135e-08,1.13837e-14
8,0186,4,32964,8.23173,1e-15,6894.76,4.383090384e-07,6.36985e-14
8,0187,1,32078,8.362,1e-15,6894.76,8.963891584e-09,1.3027e-15
8,0187,2,32580,7.90533,1e-15,6894.76,9.910494912e-09,1.44027e-15
8,0187,3,33036,8.18512,1e-15,6894.76,7.107185146e-08,1.03287e-14
8,0187,4,33210,8.00824,1e-15,6894.76,4.501364717e-07,6.54173e-14
8,0188,1,32128,7.98265,1e-15,6894.76,9.012699302e-09,1.3098e-15
8,0188,2,32678,8.05019,1e-15,6894.76,9.995663775e-09,1.45265e-15
8,0188,3,33140,7.84022,1e-15,6894.76,7.388854079e-08,1.07381e-14
8,0188,4,33320,8.0965,1e-15,6894.76,4.508963527e-07,6.55278e-14
8,0189,1,32038,7.14462,1e-15,6894.76,9.068201631e-09,1.31786e-15
8,0189,2,32716,7.68493,1e-15,6894.76,9.838553041e-09,1.42981e-15
8,0189,3,33322,8.01116,1e-15,6894.76,7.44186885e-08,1.08151e-14
8,0189,4,33294,7.82557,1e-15,6894.76,5.467986236e-07,7.9465e-14
8,0190,1,32216,7.68469,1e-15,6894.76,9.11196919e-09,1.32422e-15
8,0190,2,32764,7.71634,1e-15,6894.76,9.882138122e-09,1.43615e-15
8,0190,3,33338,8.05158,1e-15,6894.76,7.351808789e-08,1.06842e-14
8,0190,4,33088,7.76347,1e-15,6894.76,5.086397046e-07,7.39195e-14
8,0191,1,32156,8.40411,1e-15,6894.76,9.099460184e-09,1.3224e-15
8,0191,2,32878,8.21909,1e-15,6894.76,9.862908833e-09,1.43335e-15
8,0191,3,33124,7.63716,1e-15,6894.76,7.484634203e-08,1.08773e-14
8,0191,4,33078,8.57505,1e-15,6894.76,1.504573427e-07,2.18656e-14
8,0192,1,32148,7.68688,1e-15,6894.76,8.691693201e-09,1.26314e-15
8,0192,2,32700,7.70592,1e-15,6894.76,9.811961547e-09,1.42595e-15
8,0192,3,33212,7.81887,1e-15,6894.76,7.104345005e-08,1.03246e-14
8,0192,4,33094,8.24626,1e-15,6894.76,1.366467252e-07,1.98586e-14
8,0193,1,32016,7.39792,1e-15,6894.76,8.572569397e-09,1.24583e-15
8,0193,2,32850,8.17,1e-15,6894.76,9.770149271e-09,1.41987e-15
8,0193,3,33210,7.95639,1e-15,6894.76,7.215380777e-08,1.0486e-14
8,0193,4,33020,7.89456,1e-15,6894.76,1.456502769e-07,2.1167e-14
8,0194,1,31928,7.80521,1e-15,6894.76,8.444379958e-09,1.2272e-15
8,0194,2,32736,7.83791,1e-15,6894.76,9.795526745e-09,1.42356e-15
8,0194,3,33352,8.47238,1e-15,6894.76,7.256581656e-08,1.05458e-14
8,0194,4,33098,7.99321,1e-15,6894.76,4.274158411e-07,6.21154e-14
8,0195,1,31710,8.20585,1e-15,6894.76,8.333332511e-09,1.21106e-15
8,0195,2,32692,8.15149,1e-15,6894.76,1.025788302e-08,1.49076e-15
8,0195,3,33430,8.27802,1e-15,6894.76,7.551388306e-08,1.09743e-14
8,0195,4,33298,7.62883,1e-15,6894.76,4.552729111e-07,6.61638e-14
8,0196,1,31966,7.17948,1e-15,6894.76,8.369719812e-09,1.21635e-15
8,0196,2,31966,0,0,0,0,0
8,0196,3,33506,7.94095,1e-15,6894.76,1.611372019e-07,2.34177e-14
8,0196,4,33124,7.81666,1e-15,6894.76,4.245403177e-07,6.16975e-14
8,0197,1,31952,7.32101,1e-15,6894.76,8.393711996e-09,1.21984e-15
8,0197,2,32900,7.74409,1e-15,6894.76,1.008303245e-08,1.46534e-15
8,0197,3,33374,7.85311,1e-15,6894.76,1.616950954e-07,2.34988e-14
8,0197,4,33164,7.85781,1e-15,6894.76,4.207897576e-07,6.11524e-14
8,0198,1,31964,7.76721,1e-15,6894.76,8.378744598e-09,1.21766e-15
8,0198,2,32958,7.88488,1e-15,6894.76,1.017227401e-08,1.47831e-15
8,0198,3,33508,8.73183,1e-15,6894.76,1.662378727e-07,2.4159e-14
8,0198,4,33188,8.38289,1e-15,6894.76,4.288748945e-07,6.23274e-14
8,0199,1,31998,7.64503,1e-15,6894.76,8.400152989e-09,1.22078e-15
8,0199,2,33136,7.86401,1e-15,6894.76,1.07312868e-08,1.55955e-15
8,0199,3,33458,7.64347,1e-15,6894.76,nan,nan
8,0199,4,33026,8.11954,1e-15,6894.76,4.227348795e-07,6.14351e-14
8,0200,1,31974,7.27348,1e-15,6894.76,8.269006477e-09,1.20172e-15
8,0200,2,32776,8.21062,1e-15,6894.76,1.080893301e-08,1.57084e-15
8,0200,3,33292,8.19488,1e-15,6894.76,2.04545957e-07,2.97262e-14
8,0200,4,33238,7.92957,1e-15,6894.76,4.727872495e-07,6.87091e-14
8,0201,1,32024,8.1912,1e-15,6894.76,8.408130086e-09,1.22193e-15
8,0201,2,32990,8.03405,1e-15,6894.76,1.077003977e-08,1.56519e-15
8,0201,3,33234,8.31398,1e-15,6894.76,8.744867804e-08,1.27087e-14
8,0201,4,33178,8.09589,1e-15,6894.76,4.944335448e-07,7.18549e-14
8,0202,1,32058,8.06153,1e-15,6894.76,8.474396887e-09,1.23157e-15
8,0202,2,32788,7.67884,1e-15,6894.76,1.086610886e-08,1.57915e-15
8,0202,3,33268,7.87456,1e-15,6894.76,8.454244678e-08,1.22864e-14
8,0202,4,32972,7.84265,1e-15,6894.76,4.912332617e-07,7.13898e-14
8,0203,1,32010,7.78249,1e-15,6894.76,8.59057944e-09,1.24845e-15
8,0203,2,32942,7.44225,1e-15,6894.76,1.050009386e-08,1.52596e-15
8,0203,3,33408,9.02501,1e-15,6894.76,5.648550765e-08,8.20891e-15
8,0203,4,33006,8.23071,1e-15,6894.76,5.162639533e-07,7.50275e-14
8,0204,1,32028,6.96998,1e-15,6894.76,8.619125683e-09,1.2526e-15
8,0204,2,32756,8.05289,1e-15,6894.76,1.0431435e-08,1.51598e-15
8,0204,3,33440,8.55601,1e-15,6894.76,5.370295556e-08,7.80453e-15
8,0204,4,33008,8.00159,1e-15,6894.76,5.248942211e-07,7.62817e-14
8,0205,1,32194,8.18541,1e-15,6894.76,8.334130873e-09,1.21118e-15
8,0205,2,32898,8.34203,1e-15,6894.76,1.024685163e-08,1.48915e-15
8,0205,3,33490,7.95654,1e-15,6894.76,7.508242808e-08,1.09116e-14
8,0205,4,33112,7.7646,1e-15,6894.76,4.782957873e-07,6.95097e-14
8,0206,1,31930,7.71024,1e-15,6894.76,8.220453017e-09,1.19466e-15
8,0206,2,32760,7.72184,1e-15,6894.76,9.815362251e-09,1.42644e-15
8,0206,3,33468,8.1018,1e-15,6894.76,7.356768718e-08,1.06914e-14
8,0206,4,33054,7.84655,1e-15,6894.76,5.090403354e-07,7.39777e-14
8,0207,1,31730,7.85201,1e-15,6894.76,8.283124574e-09,1.20377e-15
8,0207,2,32628,7.74235,1e-15,6894.76,1.000882085e-08,1.45456e-15
8,0207,3,33548,8.55523,1e-15,6894.76,5.486020322e-08,7.97271e-15
8,0207,4,32916,9.2259,1e-15,6894.76,4.563757318e-07,6.63241e-14
8,0208,1,31832,7.2435,1e-15,6894.76,8.327702385e-09,1.21025e-15
8,0208,2,32894,7.4938,1e-15,6894.76,9.920971075e-09,1.44179e-15
8,0208,3,33610,8.35282,1e-15,6894.76,5.964394437e-08,8.66792e-15
8,0208,4,33302,7.91073,1e-15,6894.76,4.187714626e-07,6.08591e-14
8,0209,1,31750,7.50479,1e-15,6894.76,8.448372221e-09,1.22778e-15
8,0209,2,32854,8.23958,1e-15,6894.76,9.959303228e-09,1.44736e-15
8,0209,3,33576,8.20537,1e-15,6894.76,5.309038942e-08,7.71551e-15
8,0209,4,33032,8.09203,1e-15,6894.76,4.751528526e-07,6.90529e-14
8,0210,1,31848,7.97008,1e-15,6894.76,8.577618318e-09,1.24657e-15
8,0210,2,31848,0,0,0,0,0
8,0210,3,31848,0,0,0,0,0
8,0210,4,33170,8.62369,1e-15,6894.76,4.529036444e-07,6.58195e-14
8,0211,1,31946,7.56162,1e-15,6894.76,8.492869099e-09,1.23425e-15
8,0211,2,31946,0,0,0,0,0
8,0211,3,33328,8.55826,1e-15,6894.76,5.080717323e-08,7.38369e-15
8,0211,4,33360,8.34523,1e-15,6894.76,2.404898868e-07,3.49499e-14
8,0212,1,31886,7.4748,1e-15,6894.76,8.546983908e-09,1.24211e-15
8,0212,2,32712,7.90383,1e-15,6894.76,1.0080844e-08,1.46503e-15
8,0212,3,33598,8.24558,1e-15,6894.76,5.009915205e-08,7.2808e-15
8,0212,4,33412,7.54282,1e-15,6894.76,1.021523612e-07,1.48456e-14
8,0213,1,31908,7.73194,1e-15,6894.76,8.529331696e-09,1.23955e-15
8,0213,2,32918,7.60289,1e-15,6894.76,1.04023745e-08,1.51175e-15
8,0213,3,33430,7.68842,1e-15,6894.76,5.965268148e-08,8.66919e-15
8,0213,4,33430,0,0,0,0,0
8,0214,1,31896,8.01853,1e-15,6894.76,8.428024074e-09,1.22483e-15
8,0214,2,32720,8.068,1e-15,6894.76,1.050960463e-08,1.52734e-15
8,0214,3,33532,7.65347,1e-15,6894.76,5.897373122e-08,8.57052e-15
8,0214,4,33532,0,0,0,0,0
8,0215,1,31930,7.47993,1e-15,6894.76,8.367160254e-09,1.21598e-15
8,0215,2,32740,7.78622,1e-15,6894.76,1.055316012e-08,1.53367e-15
8,0215,3,33234,7.84098,1e-15,6894.76,6.058149511e-08,8.80417e-15
8,0215,4,33380,7.58824,1e-15,6894.76,2.139710678e-07,3.10959e-14
8,0216,1,31790,7.90973,1e-15,6894.76,8.372330192e-09,1.21673e-15
8,0216,2,32670,7.48696,1e-15,6894.76,1.059268979e-08,1.53941e-15
8,0216,3,33516,8.80432,1e-15,6894.76,6.07326662e-08,8.82614e-15
8,0216,4,33452,7.93248,1e-15,6894.76,2.08015038e-07,3.02304e-14
8,0217,1,31886,7.54119,1e-15,6894.76,8.453832403e-09,1.22858e-15
8,0217,2,32766,8.02188,1e-15,6894.76,1.066216454e-08,1.54951e-15
8,0217,3,33494,7.93287,1e-15,6894.76,6.227711522e-08,9.05059e-15
8,0217,4,33286,8.26164,1e-15,6894.76,2.006512192e-07,2.91602e-14
8,0218,1,31984,7.73622,1e-15,6894.76,8.439098643e-09,1.22644e-15
8,0218,2,32606,8.40362,1e-15,6894.76,1.071430469e-08,1.55709e-15
8,0218,3,33474,8.23497,1e-15,6894.76,6.310614175e-08,9.17107e-15
8,0218,4,33232,7.86891,1e-15,6894.76,2.358200005e-07,3.42712e-14
8,0219,1,31870,7.88598,1e-15,6894.76,8.634748181e-09,1.25487e-15
8,0219,2,32576,8.12127,1e-15,6894.76,1.027402562e-08,1.4931e-15
8,0219,3,33374,9.37503,1e-15,6894.76,6.420357941e-08,9.33056e-15
8,0219,4,33338,7.64948,1e-15,6894.76,2.380256796e-07,3.45917e-14
8,0220,1,31902,7.69017,1e-15,6894.76,nan,nan
8,0220,2,32706,8.08338,1e-15,6894.76,1.030413388e-08,1.49748e-15
8,0220,3,33386,8.0668,1e-15,6894.76,6.21547045e-08,9.0328e-15
8,0220,4,33350,8.28763,1e-15,6894.76,2.275380412e-07,3.30676e-14
8,0221,1,32084,7.51541,1e-15,6894.76,8.641080148e-09,1.25579e-15
8,0221,2,32834,8.57506,1e-15,6894.76,1.031313531e-08,1.49878e-15
8,0221,3,33296,8.80671,1e-15,6894.76,1.377314767e-07,2.00162e-14
8,0221,4,33528,7.98532,1e-15,6894.76,nan,nan
8,0222,1,32084,7.99995,1e-15,6894.76,8.752737612e-09,1.27202e-15
8,0222,2,32830,7.74855,1e-15,6894.76,1.031671607e-08,1.49931e-15
8,0222,3,33392,8.55897,1e-15,6894.76,1.408872658e-07,2.04748e-14
8,0222,4,33336,7.85014,1e-15,6894.76,2.12175807e-07,3.0835e-14
8,0223,1,32086,7.35382,1e-15,6894.76,8.858583909e-09,1.2874e-15
8,0223,2,32694,8.02548,1e-15,6894.76,1.046377571e-08,1.52068e-15
8,0223,3,33322,7.72573,1e-15,6894.76,1.141802532e-07,1.65936e-14
8,0223,4,33552,7.83373,1e-15,6894.76,2.431529661e-07,3.53369e-14
8,0224,1,32196,8.16135,1e-15,6894.76,8.766252347e-09,1.27398e-15
8,0224,2,32598,7.7268,1e-15,6894.76,1.04990172e-08,1.5258e-15
8,0224,3,33592,8.40313,1e-15,6894.76,1.087838459e-07,1.58093e-14
8,0224,4,33264,7.83424,1e-15,6894.76,2.415895729e-07,3.51097e-14
8,0225,1,31996,7.80844,1e-15,6894.76,8.595164864e-09,1.24912e-15
8,0225,2,32544,7.6509,1e-15,6894.76,1.035571454e-08,1.50497e-15
8,0225,3,33524,7.61818,1e-15,6894.76,6.144597066e-08,8.92981e-15
8,0225,4,33210,8.64306,1e-15,6894.76,2.555406038e-07,3.71371e-14
8,0226,1,32218,8.14344,1e-15,6894.76,8.596676502e-09,1.24934e-15
8,0226,2,32442,7.65389,1e-15,6894.76,9.744242061e-09,1.41611e-15
8,0226,3,33360,8.27366,1e-15,6894.76,1.033904277e-07,1.50255e-14
8,0226,4,33060,8.01824,1e-15,6894.76,2.484482272e-07,3.61064e-14
8,0227,1,32046,7.7118,1e-15,6894.76,8.439088202e-09,1.22643e-15
8,0227,2,32576,7.84661,1e-15,6894.76,9.860666276e-09,1.43303e-15
8,0227,3,33482,8.26683,1e-15,6894.76,1.065532154e-07,1.54851e-14
8,0227,4,33142,8.09405,1e-15,6894.76,2.15272508e-07,3.12851e-14
8,0228,1,31790,8.34445,1e-15,6894.76,8.515816099e-09,1.23758e-15
8,0228,2,32498,8.41415,1e-15,6894.76,9.811431153e-09,1.42587e-15
8,0228,3,33420,8.46126,1e-15,6894.76,1.034711254e-07,1.50372e-14
8,0228,4,33284,7.62677,1e-15,6894.76,1.806782718e-07,2.62576e-14
8,0229,1,31844,7.60213,1e-15,6894.76,8.433623297e-09,1.22564e-15
8,0229,2,32492,7.82091,1e-15,6894.76,9.84609801e-09,1.43091e-15
8,0229,3,32492,0,0,0,0,0
8,0229,4,33324,8.24593,1e-15,6894.76,1.730335311e-07,2.51466e-14
8,0230,1,31858,7.15303,1e-15,6894.76,8.450712791e-09,1.22812e-15
8,0230,2,32644,8.42105,1e-15,6894.76,9.838124667e-09,1.42975e-15
8,0230,3,33522,8.43379,1e-15,6894.76,1.050188921e-07,1.52622e-14
8,0230,4,33398,8.5631,1e-15,6894.76,1.814604206e-07,2.63712e-14
8,0231,1,31834,7.52874,1e-15,6894.76,8.42963134e-09,1.22506e-15
8,0231,2,32636,7.38254,1e-15,6894.76,9.840474834e-09,1.43009e-15
8,0231,3,33454,8.01855,1e-15,6894.76,6.020438304e-08,8.74937e-15
8,0231,4,33264,7.94723,1e-15,6894.76,3.255170601e-07,4.73067e-14
8,0232,1,31630,7.29598,1e-15,6894.76,8.430520663e-09,1.22519e-15
8,0232,2,32668,7.66313,1e-15,6894.76,9.867526354e-09,1.43403e-15
8,0232,3,33526,8.53105,1e-15,6894.76,5.091608071e-08,7.39952e-15
8,0232,4,33416,8.80587,1e-15,6894.76,2.534619803e-07,3.68351e-14
8,0233,1,31686,7.95261,1e-15,6894.76,8.296686862e-09,1.20574e-15
8,0233,2,32400,7.57808,1e-15,6894.76,9.779486056e-09,1.42123e-15
8,0233,3,33354,8.37378,1e-15,6894.76,5.168589425e-08,7.5114e-15
8,0233,4,33160,7.8767,1e-15,6894.76,3.046172175e-07,4.42693e-14
8,0234,1,31598,7.87937,1e-15,6894.76,8.333626331e-09,1.21111e-15
8,0234,2,32574,8.25567,1e-15,6894.76,9.758236292e-09,1.41814e-15
